,player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,porpag,adjoe,pfr,year,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),draft_status,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,nba team,ROUND NUMBER,ROUND PICK,OVERALL PICK
149,Erick Green,Virginia Tech,ACC,32,89.7,120.0,31.6,53.0,59.17,1.4,10.6,27.0,11.0,218,267,0.816,200,393,0.509,61,157,0.389,0.6,2.1,48.5,Sr,6-04,7.40918,143.419,1.5,2013,all,46.4,1.75364069,83.0,125.0,117.0,267.0,0.664,0.4382,10.0,10.0,1.0,Drafted,109.241,104.882,2.61708,193.736,7.54065,9.21689,-1.67624,11.2115,36.4375,10.3101,0.901355,0.4688,3.5,3.9688,3.7812,1.3125,0.1875,25.0312,Utah Jazz,2,16,46
150,Alex Oriakhi,Missouri,SEC,34,64.1,126.5,19.0,63.9,67.38,14.1,21.5,2.6,16.5,106,142,0.746,138,216,0.639,0,0,0.0,6.4,1.3,65.7,Sr,6-09,4.02882,129.195,3.6,2013,all,96.2,0.25528066,122.0,181.0,16.0,34.0,0.674,0.4706,47.0,50.0,0.94,Drafted,92.6318,89.5615,3.23278,197.703,6.92037,3.97423,2.94614,7.58866,25.8235,5.39417,2.19449,3.1176,5.2941,8.4118,0.3529,0.5882,1.5882,11.2353,Phoenix Suns,2,27,57
151,Ryan Kelly,Duke,ACC,23,46.1,121.1,20.8,53.5,58.64,6.9,14.3,11.0,9.7,69,85,0.812,61,129,0.473,35,83,0.422,5.4,1.4,40.1,Sr,6-11,4.53064,129.13,3.3,2013,all,97.0,1.65219998,22.0,40.0,39.0,88.0,0.55,0.4432,2.0,2.0,1.0,Drafted,94.8199,88.6349,3.7335,129.644,10.0914,6.13751,3.95393,9.95268,28.8696,6.64774,3.30494,1.6087,3.6957,5.3043,1.6522,0.6957,1.6087,12.8696,Los Angeles Lakers,2,18,48
152,Mike Muscala,Bucknell,Pat,33,80.2,116.8,31.7,51.0,57.21,12.0,29.0,18.6,10.9,175,222,0.788,218,423,0.515,4,16,0.25,7.7,1.0,50.6,Sr,6-11,5.47971,133.113,2.7,2013,all,9.2,1.35083659,126.0,191.0,92.0,232.0,0.6597,0.3966,32.0,36.0,0.8889,Drafted,83.836,83.7836,4.69031,257.626,10.9448,4.83395,6.11084,12.513,32.0909,8.51832,3.9947,2.9697,8.3333,11.303,2.3333,0.5152,2.3333,18.8788,Dallas Mavericks,2,14,44
153,Tim Hardaway Jr.,Michigan,B10,37,84.2,104.9,22.3,50.4,52.71,0.8,14.5,12.9,15.0,73,105,0.695,125,260,0.481,68,190,0.358,1.4,1.2,23.3,Jr,6-06,3.76564,115.272,2.2,2013,all,68.0,1.30430586,63.0,85.0,62.0,175.0,0.7412,0.3543,20.0,22.0,0.9091,Drafted,99.6,93.4428,3.8968,214.122,4.53743,3.20031,1.33712,4.30914,34.9459,3.15549,1.15365,0.2162,4.2973,4.5135,2.4324,0.6757,0.4595,14.2432,New York Knicks,1,24,24
154,Reggie Bullock,North Carolina,ACC,34,76.5,126.5,18.2,59.8,61.7,6.6,15.8,16.2,12.3,56,73,0.767,80,149,0.537,85,198,0.429,0.9,2.2,21.0,Jr,6-07,4.94588,129.15,1.9,2013,all,97.2,2.20929859,34.0,50.0,46.0,98.0,0.68,0.4694,0.0,0.0,,Drafted,96.5996,92.1141,3.69359,214.266,10.8455,7.95074,2.89476,10.4947,31.6176,8.0144,2.48029,2.0294,4.5294,6.5588,2.7941,1.2353,0.2941,13.8529,Los Angeles Clippers,1,25,25
155,Andre Roberson,Colorado,P12,31,77.3,99.8,20.4,51.5,52.4,10.6,27.1,9.4,21.2,54,98,0.551,113,217,0.521,19,58,0.328,4.4,3.9,35.6,Jr,6-07,2.43566,105.246,3.0,2013,all,69.6,0.5946127,88.0,145.0,20.0,63.0,0.6069,0.3175,17.0,20.0,0.85,Drafted,83.7071,79.4846,5.29756,283.374,8.97574,1.61601,7.35973,7.55752,33.4194,2.92706,4.63046,2.9677,8.2258,11.1935,1.4194,2.1613,1.3226,10.871,Minnesota Timberwolves,1,26,26
156,Victor Oladipo,Indiana,B10,36,70.4,122.7,22.6,64.8,67.12,11.7,14.0,15.2,21.1,97,130,0.746,152,236,0.644,30,68,0.441,2.8,4.6,42.8,Jr,6-05,4.92927,134.339,3.5,2013,all,73.0,0.90244967,127.0,182.0,25.0,54.0,0.6978,0.463,35.0,36.0,0.9722,Drafted,85.8364,81.39,4.35053,246.196,15.2772,8.79828,6.47896,14.3486,28.3611,8.76043,5.58813,2.5833,3.75,6.3333,2.0556,2.1667,0.7778,13.6389,Orlando Magic,1,2,2
157,Gorgui Dieng,Louisville,BE,33,63.1,112.6,18.2,53.4,56.23,12.9,22.1,12.3,18.9,73,112,0.652,125,234,0.534,0,0,0.0,9.4,2.6,47.9,Jr,6-11,3.55453,117.475,3.3,2013,all,91.6,1.11863081,71.0,104.0,54.0,130.0,0.6827,0.4154,23.0,26.0,0.8846,Drafted,81.001,76.177,5.26508,252.025,13.4759,3.72605,9.74983,10.437,31.0909,4.59809,5.83893,3.4242,5.9697,9.3939,2.0,1.3333,2.5152,9.7879,Utah Jazz,1,21,21
158,Allen Crabbe,California,P12,33,90.2,108.7,25.4,52.8,56.83,3.3,14.8,16.2,16.4,113,139,0.813,151,284,0.532,64,184,0.348,1.9,1.9,29.7,Jr,6-06,4.89605,123.015,2.3,2013,all,87.0,1.04818706,61.0,91.0,90.0,193.0,0.6703,0.4663,14.0,16.0,0.875,Drafted,96.3071,92.3083,4.20554,221.672,6.67658,4.50198,2.17461,7.75047,36.2121,5.72903,2.02144,1.0,5.0606,6.0606,2.6364,1.1212,0.697,18.3939,Cleveland Cavaliers,2,1,31
159,Tony Snell,New Mexico,MWC,35,77.5,105.0,22.0,51.6,56.23,1.6,8.1,22.4,18.5,86,102,0.843,80,177,0.452,64,164,0.39,1.9,1.6,29.9,Jr,6-07,3.09291,112.65,1.7,2013,all,19.6,1.40280001,31.0,56.0,49.0,121.0,0.5536,0.405,8.0,10.0,0.8,Drafted,97.3769,93.548,3.48131,174.245,4.17125,2.93837,1.23289,5.51475,31.2286,3.9188,1.59595,0.4,2.2286,2.6286,2.8857,0.8286,0.4857,12.5143,Chicago Bulls,1,20,20
160,Alex Len,Maryland,ACC,38,65.8,112.7,22.6,53.5,56.97,13.2,19.3,7.8,15.6,105,153,0.686,172,316,0.544,1,8,0.125,8.0,0.5,47.2,So,7-01,3.19146,118.829,4.0,2013,all,,0.61669517,127.0,174.0,45.0,142.0,0.7299,0.3169,67.0,71.0,0.9437,Drafted,91.861,88.507,3.41733,214.642,6.95255,2.39556,4.557,6.1296,26.4211,3.33837,2.79123,2.8684,4.9737,7.8421,0.9737,0.2105,2.0526,11.8947,Phoenix Suns,1,5,5
161,Tony Mitchell,North Texas,SB,30,80.9,98.2,22.9,48.2,52.27,8.5,20.4,5.2,19.7,97,145,0.669,107,212,0.505,28,97,0.289,8.4,1.8,46.9,So,6-08,1.91288,100.938,3.6,2013,all,97.0,0.29331999,80.0,103.0,27.0,109.0,0.7767,0.2477,34.0,36.0,0.9444,Drafted,95.1947,97.5923,3.17928,223.734,2.46772,-0.43196,2.89968,2.53077,32.7667,1.20283,1.32794,2.4667,6.0333,8.5,0.7333,1.0,2.7333,13.1667,Detroit Pistons,2,7,37
162,Romero Osby,Oklahoma,B12,32,70.7,121.6,25.4,53.9,60.38,8.2,19.5,10.2,10.8,154,194,0.794,165,314,0.525,9,17,0.529,3.2,1.3,58.6,Sr,6-08,5.0899,135.774,3.4,2013,all,90.2,0.95238095,95.0,142.0,70.0,171.0,0.669,0.4094,20.0,21.0,0.9524,Drafted,96.4563,92.396,3.28807,182.125,7.58078,5.63328,1.9475,9.39552,28.5,7.67507,1.72045,2.0625,4.9688,7.0312,1.25,0.625,0.8438,15.9688,Orlando Magic,2,21,51
163,Kentavious Caldwell-Pope,Georgia,SEC,32,83.5,112.7,27.2,53.0,57.91,4.3,19.7,16.8,13.8,135,169,0.799,102,205,0.498,84,225,0.373,1.9,3.8,39.3,So,6-05,5.12839,128.133,2.6,2013,all,97.8,0.90625,63.0,94.0,39.0,112.0,0.6702,0.3482,15.0,16.0,0.9375,Drafted,89.8474,87.0285,4.50765,245.772,10.4573,7.10835,3.34899,12.3303,33.9375,8.44938,3.88088,1.1562,5.9062,7.0625,1.8125,2.0312,0.5312,18.4688,Detroit Pistons,1,8,8
164,Trey Burke,Michigan,B10,38,87.6,121.4,28.9,52.9,56.85,1.8,8.9,37.4,13.1,132,164,0.805,176,350,0.503,74,193,0.383,1.6,2.8,30.2,So,6-01,7.31804,144.075,2.1,2013,all,81.6,3.11109036,67.0,105.0,109.0,246.0,0.6381,0.4431,9.0,9.0,1.0,Drafted,98.2568,92.27,4.09053,235.865,11.2633,9.55955,1.70372,12.2776,35.3947,9.22369,3.05393,0.5263,2.6842,3.2105,6.6316,1.6053,0.5263,18.5789,Minnesota Timberwolves,1,9,9
165,Pierre Jackson,Baylor,B12,36,86.3,114.3,30.6,51.4,57.42,2.2,9.6,41.5,18.6,192,240,0.8,128,261,0.49,88,245,0.359,0.0,2.5,47.4,Sr,5-10,6.20243,135.657,2.6,2013,all,,2.09014725,84.0,136.0,44.0,126.0,0.6176,0.3492,4.0,4.0,1.0,Drafted,99.797,95.441,3.65086,214.001,8.91995,8.65576,0.264188,9.85462,34.7778,8.36336,1.49126,0.6667,3.0833,3.75,7.0833,1.5,0.0,19.7778,Philadelphia 76ers,2,12,42
166,Michael Carter-Williams,Syracuse,BE,40,87.5,102.6,24.4,43.8,49.13,4.0,11.1,40.2,24.1,129,186,0.694,120,274,0.438,35,120,0.292,1.7,4.8,47.2,So,6-06,3.78583,115.092,2.6,2013,all,95.0,2.14705882,86.0,146.0,34.0,126.0,0.589,0.2698,20.0,24.0,0.8333,Drafted,86.8313,82.318,5.29067,299.662,9.12808,4.84479,4.28329,8.82116,35.2,3.95766,4.86349,1.275,3.6,4.875,7.3,2.775,0.475,11.85,Philadelphia 76ers,1,11,11
167,Cody Zeller,Indiana,B10,36,73.3,119.4,26.5,56.2,62.26,12.4,18.7,9.4,17.1,196,259,0.757,199,352,0.565,0,2,0.0,4.4,2.1,73.2,So,7-01,5.4152,137.122,3.0,2013,all,98.2,0.58026669,149.0,238.0,50.0,115.0,0.6261,0.4348,56.0,61.0,0.918,Drafted,88.1328,83.5675,4.30792,237.616,9.61322,5.41262,4.2006,10.0009,29.5278,6.89924,3.10171,2.8333,5.2222,8.0556,1.3056,1.0278,1.25,16.5,Charlotte Bobcats,1,4,4
168,Ben McLemore,Kansas,B12,37,79.1,118.7,22.0,58.6,63.26,5.0,12.3,12.6,17.2,120,138,0.87,125,226,0.553,73,174,0.42,2.2,1.8,34.5,Fr,6-05,4.65665,126.298,2.3,2013,all,92.4,0.94805635,90.0,126.0,35.0,100.0,0.7143,0.35,44.0,45.0,0.9778,Drafted,92.3885,87.3941,4.22994,216.163,8.47939,5.6772,2.80219,9.50053,32.1892,6.59953,2.901,1.2703,3.9189,5.1892,1.973,1.0,0.6757,15.9189,Sacramento Kings,1,7,7
169,Arsalan Kazemi,Oregon,P12,35,67.5,118.3,16.4,59.5,62.66,11.5,29.0,9.2,18.1,102,151,0.675,113,189,0.598,0,1,0.0,2.4,4.1,79.5,Sr,6-07,3.36398,117.896,2.6,2013,all,,0.92306656,107.0,169.0,6.0,20.0,0.6331,0.3,37.0,38.0,0.9737,Drafted,82.3058,79.3636,4.60571,271.713,10.4199,3.66367,6.75626,9.97505,29.0286,4.88872,5.08632,2.8,7.2,10.0,1.3714,2.0286,0.6571,9.3714,Washington Wizards,2,24,54
170,Grant Jerrett,Arizona,P12,34,43.1,114.3,14.7,51.3,53.51,7.6,16.4,5.7,12.8,18,22,0.818,31,75,0.413,32,79,0.405,5.8,1.6,14.3,Fr,6-10,1.64436,110.589,2.9,2013,all,98.4,0.94738727,18.0,28.0,13.0,47.0,0.6429,0.2766,8.0,9.0,0.8889,Drafted,93.2731,89.2341,2.25962,122.255,7.05192,2.96676,4.08516,5.78297,17.8235,3.28212,2.50085,1.0882,2.5,3.5882,0.5294,0.4706,0.9706,5.1765,Portland Trail Blazers,2,10,40
171,Steven Adams,Pittsburgh,BE,32,56.1,109.7,18.0,57.1,55.46,15.3,19.1,5.4,16.9,31,70,0.443,100,175,0.571,0,0,0.0,11.2,1.9,40.0,Fr,7-01,2.11474,110.145,2.8,2013,all,99.2,0.57140248,85.0,129.0,15.0,46.0,0.6589,0.3261,29.0,33.0,0.8788,Drafted,86.5013,83.1502,3.44551,158.07,9.76937,2.06394,7.70544,7.0935,23.4062,3.36616,3.72734,2.8125,3.5312,6.3438,0.625,0.6562,2.0312,7.2188,Oklahoma City Thunder,1,12,12
172,Nerlens Noel,Kentucky,SEC,24,57.5,109.0,18.2,59.0,58.26,10.4,22.3,9.5,19.1,55,104,0.529,98,166,0.59,0,0,0.0,13.2,3.9,62.7,Fr,6-10,2.77634,109.136,3.2,2013,all,100.0,0.84442666,76.0,99.0,22.0,67.0,0.7677,0.3284,48.0,50.0,0.96,Drafted,81.3956,78.8597,5.17641,227.307,12.8608,2.47414,10.3866,11.0895,31.875,3.95391,7.13561,2.7083,6.75,9.4583,1.5833,2.0833,4.4167,10.4583,New Orleans Pelicans,1,6,6
173,Archie Goodwin,Kentucky,SEC,33,78.8,96.9,27.2,46.4,50.91,5.6,10.4,16.8,21.0,135,212,0.637,140,293,0.478,17,64,0.266,1.4,2.1,59.4,Fr,6-04,2.79571,109.466,3.7,2013,all,97.2,0.8712997,106.0,176.0,34.0,116.0,0.6023,0.2931,25.0,30.0,0.8333,Drafted,97.7351,94.5801,3.42587,179.703,0.778603,0.781192,-0.00258988,0.958423,31.7576,0.684581,0.273842,1.4545,3.1515,4.6061,2.6667,1.0909,0.4545,14.1212,Oklahoma City Thunder,1,29,29
174,Doug McDermott,Creighton,BE,35,84.4,124.4,32.8,60.3,64.43,6.4,17.8,11.5,9.8,178,206,0.864,234,413,0.567,96,214,0.449,0.5,0.4,32.9,Sr,6-08,7.47014,151.483,2.3,2014,all,69.2,0.88709499,159.0,229.0,75.0,183.0,0.6943,0.4098,9.0,9.0,1.0,Drafted,104.837,100.924,3.36736,195.464,6.63964,8.15612,-1.51648,10.1698,33.7429,11.104,-0.93424,1.6286,5.3429,6.9714,1.5714,0.2286,0.1429,26.6857,Denver Nuggets,1,11,11
175,C.J. Wilcox,Washington,P12,32,86.5,119.6,23.1,55.6,59.77,2.3,10.6,15.4,12.2,103,118,0.873,107,205,0.522,90,230,0.391,2.8,1.7,27.1,Sr,6-05,4.9257,128.704,2.7,2014,all,78.0,1.49997033,56.0,83.0,51.0,121.0,0.6747,0.4215,11.0,12.0,0.9167,Drafted,108.415,104.768,2.99175,183.651,6.08701,5.60009,0.486916,7.91906,34.875,7.20242,0.716637,0.6875,3.0312,3.7188,2.5312,1.0,1.0,18.3438,Los Angeles Clippers,1,28,28
176,Jordan Clarkson,Missouri,SEC,35,86.8,109.7,27.3,48.1,54.58,2.9,9.3,23.3,16.8,162,195,0.831,177,354,0.5,32,114,0.281,0.6,1.9,41.7,Jr,6-05,4.52479,125.247,2.5,2014,all,59.0,1.26882698,118.0,186.0,59.0,169.0,0.6344,0.3491,10.0,11.0,0.9091,Drafted,106.782,103.088,3.20357,194.678,3.34317,3.73257,-0.389393,3.62059,35.0857,3.71877,-0.0981812,0.8,3.0286,3.8286,3.3714,1.0857,0.1714,17.4857,Washington Wizards,2,16,46
177,Jordan McRae,Tennessee,SEC,36,80.4,115.3,28.6,50.7,56.01,2.6,10.2,17.8,14.4,164,208,0.788,139,282,0.493,77,220,0.35,3.3,1.4,41.4,Sr,6-06,5.15268,133.849,2.6,2014,all,92.0,1.17104825,89.0,127.0,50.0,155.0,0.7008,0.3226,16.0,20.0,0.8,Drafted,100.038,95.6809,3.79517,183.707,7.54509,5.6993,1.84579,9.951,32.3889,7.76945,2.18155,0.7222,2.8056,3.5278,2.4722,0.6944,1.0278,18.6944,San Antonio Spurs,2,28,58
178,Joe Harris,Virginia,ACC,37,71.8,113.4,22.1,54.7,56.48,2.7,9.8,18.1,13.4,73,114,0.64,77,158,0.487,72,180,0.4,0.9,2.2,33.7,Sr,6-06,3.44919,122.301,3.3,2014,all,73.8,1.75001923,55.0,81.0,22.0,77.0,0.679,0.2857,1.0,2.0,0.5,Drafted,93.7017,89.0955,4.04406,172.192,8.39072,5.6791,2.71162,7.96411,28.8108,4.54486,3.41925,0.5946,2.3514,2.9459,2.2703,0.9459,0.2162,11.973,Cleveland Cavaliers,2,3,33
179,Dwight Powell,Stanford,P12,36,80.8,101.3,26.8,47.5,52.69,7.3,17.3,20.4,19.6,145,211,0.687,165,340,0.485,10,39,0.256,2.8,2.4,55.7,Sr,6-10,3.02066,114.63,3.9,2014,all,93.4,1.07691506,86.0,139.0,79.0,201.0,0.6187,0.393,22.0,26.0,0.8462,Drafted,98.4977,93.3368,4.07434,236.615,5.40631,1.62738,3.77893,4.7505,32.4167,2.29425,2.45625,1.9444,4.9167,6.8611,3.1111,1.3056,0.8333,14.0278,Charlotte Hornets,2,15,45
180,Josh Huestis,Stanford,P12,36,87.6,107.8,17.9,48.8,50.96,8.8,18.4,6.8,11.2,64,102,0.627,130,269,0.483,26,77,0.338,5.9,1.0,29.5,Sr,6-07,2.65382,109.507,2.4,2014,all,62.8,1.0,66.0,91.0,64.0,178.0,0.7253,0.3596,32.0,33.0,0.9697,Drafted,99.6274,94.4074,4.28979,245.778,5.54168,1.55609,3.98559,4.45536,35.1667,2.46423,1.99113,2.5278,5.6667,8.1944,1.1944,0.5833,1.9167,11.1667,Oklahoma City Thunder,1,29,29
181,Shabazz Napier,Connecticut,Amer,40,87.2,115.9,28.1,51.7,59.11,3.4,15.0,30.8,17.7,207,238,0.87,126,281,0.448,87,215,0.405,1.0,3.2,48.0,Sr,6-01,5.63514,134.239,2.4,2014,all,83.8,1.71052637,67.0,117.0,59.0,165.0,0.5726,0.3576,0.0,0.0,,Drafted,93.6766,89.1857,4.90187,280.829,10.6422,6.8767,3.7655,11.1355,35.1,7.27733,3.85813,0.95,4.9,5.85,4.875,1.825,0.325,18.0,Charlotte Hornets,1,24,24
182,Lamar Patterson,Pittsburgh,ACC,36,80.1,112.7,28.4,52.8,56.92,3.8,14.5,29.9,17.7,132,175,0.754,122,252,0.484,80,206,0.388,1.2,2.8,38.2,Sr,6-05,4.85819,131.398,2.5,2014,all,80.4,1.65594391,85.0,127.0,37.0,125.0,0.6693,0.296,8.0,8.0,1.0,Drafted,96.5636,92.8733,4.09089,209.714,10.1521,6.88828,3.26386,10.9278,32.5833,8.08272,2.84506,0.9722,3.8889,4.8611,4.2778,1.4167,0.3333,17.1111,Milwaukee Bucks,2,18,48
183,Russ Smith,Louisville,Amer,37,73.2,113.9,30.7,54.1,57.61,2.9,9.6,31.6,18.1,153,217,0.705,155,300,0.517,70,181,0.387,0.4,4.0,45.1,Sr,6-01,4.58105,132.787,3.4,2014,all,43.8,1.63809996,108.0,159.0,47.0,140.0,0.6792,0.3357,7.0,8.0,0.875,Drafted,89.1082,86.915,4.3439,214.206,9.25691,6.21134,3.04557,10.7732,29.2703,6.83149,3.94171,0.7838,2.5135,3.2973,4.6486,2.0,0.1081,18.1892,Philadelphia 76ers,2,17,47
184,Cameron Bairstow,New Mexico,MWC,34,81.1,117.8,28.9,55.8,61.14,8.5,16.6,11.8,12.8,219,298,0.735,236,423,0.558,1,3,0.333,4.9,1.0,70.0,Sr,6-09,5.26154,134.433,2.6,2014,all,,0.77939999,136.0,193.0,100.0,230.0,0.7047,0.4348,33.0,34.0,0.9706,Drafted,98.3574,95.4616,3.85163,212.0,6.03969,3.28373,2.75595,8.96929,32.9118,6.76371,2.20558,2.2353,5.1471,7.3824,1.5588,0.5588,1.5,20.4118,Chicago Bulls,2,19,49
185,Rodney Hood,Duke,ACC,35,81.9,119.8,22.3,55.0,59.02,2.9,11.7,13.2,12.8,109,135,0.807,120,243,0.494,71,169,0.42,0.8,1.3,32.8,So,6-08,4.83862,130.274,3.2,2014,all,94.4,1.38887811,47.0,74.0,73.0,168.0,0.6351,0.4345,14.0,16.0,0.875,Drafted,105.837,100.347,3.33286,164.685,6.3778,5.83042,0.547379,6.64208,32.8571,6.11765,0.524428,0.8286,3.1143,3.9429,2.1429,0.7143,0.2571,16.0571,Utah Jazz,1,23,23
186,Spencer Dinwiddie,Colorado,P12,17,37.4,129.4,21.5,56.5,66.66,1.8,9.6,26.3,15.6,102,119,0.857,35,68,0.515,26,63,0.413,0.8,2.9,90.8,Jr,6-06,4.97557,134.102,2.4,2014,all,73.8,2.13333701,25.0,44.0,10.0,23.0,0.5682,0.4348,4.0,4.0,1.0,Drafted,100.765,96.9882,3.50461,96.5382,8.95779,7.04213,1.91566,9.1455,31.1176,5.52197,3.62353,0.4706,2.5882,3.0588,3.7647,1.5294,0.2353,14.7059,Detroit Pistons,2,8,38
187,Nick Johnson,Arizona,P12,38,81.5,114.1,24.8,49.9,55.0,3.0,11.2,17.6,12.7,146,187,0.781,143,304,0.47,62,169,0.367,2.0,2.1,39.5,Jr,6-03,4.44827,127.009,2.4,2014,all,95.2,1.67189162,82.0,126.0,61.0,176.0,0.6508,0.3466,29.0,31.0,0.9355,Drafted,91.4723,86.838,4.84639,222.008,8.49347,4.77585,3.71762,9.64142,33.0263,5.6161,4.02532,0.8158,3.2368,4.0526,2.8158,1.1316,0.6579,16.2632,Houston Rockets,2,12,42
188,Cory Jefferson,Baylor,B12,36,72.3,114.3,23.6,51.4,54.95,11.3,20.9,7.7,12.5,128,198,0.646,159,313,0.508,14,37,0.378,4.6,0.8,56.6,Sr,6-09,3.79985,125.569,3.1,2014,all,86.8,0.71999422,100.0,138.0,59.0,176.0,0.7246,0.3352,67.0,79.0,0.8481,Drafted,102.411,96.0337,3.37498,193.933,5.20077,3.45451,1.74626,5.28431,29.3056,4.61394,0.670373,2.7778,5.3611,8.1389,1.0,0.3611,1.2778,13.5556,San Antonio Spurs,2,30,60
189,Jarnell Stokes,Tennessee,SEC,36,81.2,117.2,25.7,53.7,58.01,15.1,23.2,13.4,16.1,156,226,0.69,196,365,0.537,0,0,0.0,2.8,1.4,61.9,Jr,6-08,4.95666,131.64,2.5,2014,all,92.0,0.92206274,141.0,208.0,56.0,158.0,0.6779,0.3544,25.0,26.0,0.9615,Drafted,95.0776,90.9367,4.3692,227.969,9.18819,5.26666,3.92153,8.73932,32.7222,6.64509,2.09423,4.1944,6.4722,10.6667,1.9722,0.6944,0.8889,15.2222,Utah Jazz,2,5,35
190,Jerami Grant,Syracuse,ACC,32,73.4,115.6,21.4,49.6,54.74,9.1,17.2,9.4,11.3,120,178,0.674,133,263,0.506,0,5,0.0,2.5,1.7,66.4,So,6-08,3.82466,123.053,3.0,2014,all,90.6,1.18924056,88.0,129.0,45.0,135.0,0.6822,0.3333,28.0,33.0,0.8485,Drafted,97.8648,92.424,4.02905,166.665,4.63048,2.57061,2.05987,5.21693,31.4062,3.38554,1.83139,2.4375,4.3438,6.7812,1.375,0.8125,0.5625,12.0625,Philadelphia 76ers,2,9,39
191,Semaj Christon,Xavier,BE,34,87.6,106.5,26.6,50.1,54.36,1.5,7.4,25.3,16.8,157,235,0.668,182,371,0.491,19,49,0.388,0.8,2.3,56.0,So,6-03,3.97778,120.402,2.4,2014,all,94.0,1.5955455,119.0,205.0,63.0,166.0,0.5805,0.3795,11.0,11.0,1.0,Drafted,105.36,100.204,3.58397,186.76,3.39614,2.7112,0.684933,4.34278,35.2941,3.27396,1.06882,0.4412,2.2353,2.6765,4.1765,1.3235,0.2353,17.0,Miami Heat,2,25,55
192,Nik Stauskas,Michigan,B10,36,86.0,124.1,23.9,58.6,64.17,1.6,8.8,18.8,14.0,168,204,0.824,93,186,0.5,92,208,0.442,0.9,1.0,51.8,So,6-06,6.30439,139.096,1.5,2014,all,78.2,1.76121657,53.0,87.0,40.0,99.0,0.6092,0.404,15.0,17.0,0.8824,Drafted,107.646,101.814,3.41738,171.682,7.59555,7.78089,-0.185343,8.41756,35.5833,8.06205,0.355509,0.4167,2.5,2.9167,3.2778,0.5556,0.3056,17.5,Sacramento Kings,1,8,8
193,Mitch McGary,Michigan,B10,8,13.2,113.2,24.1,54.5,57.23,15.5,27.2,12.6,17.5,16,24,0.667,30,53,0.566,0,2,0.0,3.2,4.9,43.6,So,6-10,2.93483,122.566,5.1,2014,all,94.6,0.92307692,17.0,23.0,13.0,30.0,0.7391,0.4333,3.0,3.0,1.0,Drafted,90.2124,86.8159,3.60663,51.044,10.8315,4.6351,6.19639,7.95678,24.625,3.47845,4.47833,2.875,5.375,8.25,1.5,1.875,0.75,9.5,Oklahoma City Thunder,1,21,21
194,Glenn Robinson III,Michigan,B10,37,80.1,113.7,21.2,53.2,56.59,6.0,11.5,7.6,11.6,87,115,0.757,149,265,0.562,33,108,0.306,1.0,1.9,30.8,So,6-06,3.90743,122.814,1.8,2014,all,96.8,0.95656378,92.0,120.0,57.0,146.0,0.7667,0.3904,37.0,39.0,0.9487,Drafted,104.582,99.1859,3.39214,186.272,5.6466,4.52562,1.12098,4.43553,32.2703,3.80246,0.633079,1.4595,2.973,4.4324,1.1892,0.9459,0.2973,13.0811,Minnesota Timberwolves,2,10,40
195,James Young,Kentucky,SEC,40,80.2,111.7,21.8,49.8,53.64,3.7,11.0,10.8,15.9,125,177,0.706,101,215,0.47,82,235,0.349,0.6,1.4,39.3,Fr,6-06,3.736,121.225,2.6,2014,all,98.4,0.89333331,56.0,89.0,45.0,126.0,0.6292,0.3571,20.0,22.0,0.9091,Drafted,103.077,96.9728,3.64344,199.576,4.71558,4.20626,0.509324,5.06622,32.4,3.9176,1.14862,1.025,3.25,4.275,1.675,0.75,0.2,14.325,Boston Celtics,1,17,17
196,Julius Randle,Kentucky,SEC,40,76.3,111.2,26.2,50.4,56.59,13.4,24.7,10.0,18.7,204,289,0.706,193,374,0.516,3,18,0.167,2.6,1.0,73.7,Fr,6-09,4.16801,127.016,3.0,2014,all,99.8,0.5643564,132.0,197.0,61.0,176.0,0.6701,0.3466,37.0,40.0,0.925,Drafted,96.732,91.0035,4.09889,249.652,5.23199,3.14857,2.08342,6.28816,30.825,4.90839,1.37976,3.5,6.925,10.425,1.425,0.5,0.775,14.975,Los Angeles Lakers,1,7,7
197,Aaron Gordon,Arizona,P12,38,77.1,105.5,23.2,51.6,50.27,10.4,19.3,13.0,12.4,76,180,0.422,173,337,0.513,16,45,0.356,3.4,1.8,47.1,Fr,6-08,2.9415,115.178,3.0,2014,all,99.6,1.36361758,137.0,198.0,36.0,140.0,0.6919,0.2571,54.0,56.0,0.9643,Drafted,87.7492,83.3035,4.96193,242.823,8.3179,2.89022,5.42768,7.17364,31.2368,3.32065,3.85299,2.6842,5.2895,7.9737,1.9737,0.8947,1.0263,12.3684,Orlando Magic,1,4,4
