,player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,porpag,adjoe,pfr,year,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),draft_status,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,nba team,ROUND NUMBER,ROUND PICK,OVERALL PICK
296,Malik Monk,Kentucky,SEC,38,79.9,115.7,25.1,54.3,58.59,1.1,7.2,13.3,13.3,148,180,0.822,147,296,0.497,104,262,0.397,1.5,1.6,32.3,Fr,6-03,4.79184,130.158,2.4,2017,all,98.0,1.14475,72.0,111.0,75.0,187.0,0.6486,0.4011,24.0,28.0,0.8571,Drafted,99.9136,94.1113,3.86031,210.41,6.1421,5.18184,0.960259,7.92541,32.0526,6.14589,1.77952,0.3158,2.1842,2.5,2.2895,0.9474,0.5,19.8421,Charlotte Hornets,1,11,11
297,Jayson Tatum,Duke,ACC,29,65.3,108.9,25.4,50.7,56.61,4.9,19.7,12.4,17.7,118,139,0.849,125,248,0.504,40,117,0.342,3.2,2.3,38.1,Fr,6-08,4.29884,124.125,3.6,2017,all,99.4,0.81577449,79.0,126.0,46.0,122.0,0.627,0.377,18.0,21.0,0.8571,Drafted,96.6201,89.1819,4.59476,209.644,6.47515,3.17569,3.29946,6.71227,33.3103,4.14057,2.5717,1.3448,6.0,7.3448,2.1379,1.3448,1.1379,16.8276,Boston Celtics,1,3,3
298,Jarrett Allen,Texas,B12,33,80.4,101.9,22.9,56.6,57.14,11.0,18.8,5.5,20.1,84,149,0.564,179,309,0.579,0,7,0.0,5.0,1.0,47.2,Fr,6-11,2.77687,111.823,2.6,2017,all,96.8,0.3095266,98.0,138.0,81.0,170.0,0.7101,0.4765,45.0,48.0,0.9375,Drafted,99.0269,91.3054,4.198,209.689,3.4387,-0.15881,3.59751,4.15017,32.1515,2.13467,2.01551,3.0303,5.3939,8.4242,0.7879,0.5758,1.5455,13.3939,Brooklyn Nets,1,22,22
299,De'Aaron Fox,Kentucky,SEC,36,69.8,110.7,27.6,49.7,54.81,2.1,12.2,28.6,15.8,156,211,0.739,197,379,0.52,17,69,0.246,0.7,2.7,47.1,Fr,6-03,4.17697,127.661,3.4,2017,all,99.0,1.89651191,131.0,203.0,66.0,176.0,0.6453,0.375,20.0,21.0,0.9524,Drafted,96.0513,90.564,3.93508,219.063,7.14293,4.40484,2.73808,7.17309,29.5556,3.96048,3.21261,0.5833,3.3889,3.9722,4.5833,1.4722,0.1944,16.6944,Sacramento Kings,1,5,5
300,Markelle Fultz,Washington,P12,25,71.6,113.6,31.7,53.5,55.8,4.0,14.0,35.5,15.6,109,168,0.649,157,313,0.502,52,126,0.413,3.1,2.4,38.3,Fr,6-04,5.73345,133.474,2.8,2017,all,99.2,1.85,71.0,115.0,86.0,198.0,0.6174,0.4343,14.0,15.0,0.9333,Drafted,109.389,104.932,2.95682,172.067,7.58209,6.54689,1.0352,8.85802,35.68,7.68118,1.17684,1.32,4.4,5.72,5.92,1.56,1.2,23.16,Philadelphia 76ers,1,1,1
301,Zach Collins,Gonzaga,WCC,39,43.1,120.6,24.8,67.6,70.32,12.2,23.2,4.4,20.2,110,148,0.743,125,186,0.672,10,21,0.476,9.8,1.5,71.5,Fr,7-01,2.63966,131.082,6.3,2017,all,94.2,0.26668833,95.0,127.0,30.0,59.0,0.748,0.5085,20.0,24.0,0.8333,Drafted,79.0742,77.1749,3.09468,185.367,9.54386,2.60042,6.94344,9.97812,17.2308,4.31375,5.66437,1.6923,4.2051,5.8974,0.4103,0.4615,1.7692,10.0,Sacramento Kings,1,10,10
302,Frank Jackson,Duke,ACC,36,60.5,116.4,20.4,56.4,59.8,3.1,8.2,12.6,15.4,77,102,0.755,82,152,0.539,51,129,0.395,0.2,1.3,36.3,Fr,6-03,3.24008,124.45,3.8,2017,all,97.6,1.24487547,60.0,90.0,22.0,62.0,0.6667,0.3548,4.0,4.0,1.0,Drafted,105.15,97.4997,2.71476,132.144,4.07002,4.53684,-0.466824,4.00637,24.8889,3.37386,0.632511,0.6389,1.8611,2.5,1.6944,0.5556,0.0556,10.9444,Charlotte Hornets,2,1,31
303,Tony Bradley,North Carolina,ACC,37,34.3,123.3,21.4,56.4,58.21,18.2,19.0,7.4,11.5,61,99,0.616,97,172,0.564,0,0,0.0,4.6,1.0,57.6,Fr,6-11,2.31591,133.074,5.0,2017,all,95.2,0.92004869,75.0,100.0,22.0,71.0,0.75,0.3099,19.0,23.0,0.8261,Drafted,96.9021,89.8191,1.96324,112.527,8.31686,5.25593,3.06093,6.86932,14.6053,5.13508,1.73424,2.5789,2.5526,5.1316,0.6053,0.2632,0.5789,7.0789,Los Angeles Lakers,1,28,28
304,George King,Colorado,P12,32,70.5,107.3,22.5,54.2,57.45,7.2,23.2,8.2,17.9,68,87,0.782,80,162,0.494,62,157,0.395,2.6,1.1,27.3,Sr,6-06,2.47497,112.74,3.4,2018,all,,0.54689997,48.0,93.0,32.0,69.0,0.5161,0.4638,5.0,5.0,1.0,Drafted,101.277,96.0516,3.26805,188.238,3.25266,1.54912,1.70354,4.14419,28.5312,3.12693,1.01726,1.75,6.0625,7.8125,1.0938,0.5312,0.6562,12.9375,Phoenix Suns,2,29,59
305,Jevon Carter,West Virginia,B12,37,88.3,117.3,25.1,49.8,54.92,2.3,12.9,35.2,16.8,133,155,0.858,138,313,0.441,77,196,0.393,1.2,4.8,30.5,Sr,6-02,5.45024,131.926,3.4,2018,all,40.4,2.51023176,68.0,145.0,70.0,167.0,0.469,0.4192,2.0,2.0,1.0,Drafted,94.3123,89.7224,4.86782,299.61,11.3317,7.78875,3.54295,11.1353,35.4324,6.54098,4.59429,0.7838,3.8649,4.6486,6.6486,3.027,0.3514,17.2973,Memphis Grizzlies,2,2,32
306,Devonte' Graham,Kansas,B12,39,94.2,117.9,25.2,51.0,56.82,2.0,9.6,31.4,16.7,167,202,0.827,89,227,0.392,110,271,0.406,0.1,2.4,40.6,Sr,6-02,6.05396,133.726,1.5,2018,all,80.4,2.58714097,54.0,125.0,35.0,103.0,0.432,0.3398,1.0,1.0,1.0,Drafted,104.223,96.9292,4.25402,257.45,7.50065,6.88254,0.618118,7.71554,37.8205,6.34387,1.37167,0.6154,3.4103,4.0256,7.2308,1.5897,0.0513,17.3077,Atlanta Hawks,2,4,34
307,Devon Hall,Virginia,ACC,34,79.9,122.6,19.4,55.2,59.9,1.4,14.9,19.6,10.9,76,85,0.894,75,159,0.472,57,132,0.432,0.6,1.8,29.2,Sr,6-05,4.43306,127.444,1.8,2018,all,75.8,3.0572178,49.0,88.0,26.0,71.0,0.5568,0.3662,3.0,3.0,1.0,Drafted,91.4933,86.6833,4.73989,180.9,8.58446,5.05995,3.5245,8.85505,32.0588,4.97235,3.8827,0.3529,3.8529,4.2059,3.1471,0.8529,0.1471,11.6765,Oklahoma City Thunder,2,23,53
308,Mikal Bridges,Villanova,BE,40,79.7,130.1,22.0,62.3,65.53,5.2,13.7,10.6,10.9,114,134,0.851,140,236,0.593,104,239,0.435,3.5,2.7,28.2,Jr,6-07,5.898,140.77,2.7,2018,all,84.0,1.42592587,109.0,161.0,31.0,75.0,0.677,0.4133,35.0,42.0,0.8333,Drafted,97.393,91.1493,4.23621,268.23,11.9834,7.99537,3.988,12.0123,32.175,8.46374,3.54853,1.35,3.95,5.3,1.925,1.525,1.075,17.65,Philadelphia 76ers,1,10,10
309,Grayson Allen,Duke,ACC,37,88.3,121.1,20.3,53.6,57.97,1.8,8.0,21.2,16.7,108,127,0.85,79,157,0.503,102,276,0.37,0.2,2.8,29.3,Sr,6-05,4.98605,128.12,2.4,2018,all,95.0,2.17722839,38.0,64.0,41.0,93.0,0.5938,0.4409,18.0,18.0,1.0,Drafted,101.134,95.7998,4.12495,228.386,7.90584,6.21776,1.68808,7.30047,35.5676,4.64711,2.65336,0.5405,2.7838,3.3243,4.6486,1.7297,0.0541,15.4595,Utah Jazz,1,21,21
310,Khyri Thomas,Creighton,BE,32,79.5,120.3,20.7,62.9,65.04,4.0,11.1,15.4,15.2,67,85,0.788,117,185,0.632,62,149,0.416,0.7,3.0,25.4,Jr,6-03,4.27253,126.188,2.4,2018,all,35.0,1.55931541,85.0,111.0,32.0,74.0,0.7658,0.4324,20.0,20.0,1.0,Drafted,102.292,95.8537,3.75268,206.041,8.42291,5.62707,2.79584,7.74266,31.697,4.91635,2.82632,1.0606,3.303,4.3636,2.7879,1.697,0.2424,15.0606,Philadelphia 76ers,2,8,38
311,Moritz Wagner,Michigan,B10,38,65.5,114.8,24.6,60.3,61.76,6.5,25.0,6.7,13.1,74,106,0.698,150,245,0.612,62,158,0.392,2.0,2.2,26.3,Jr,6-11,3.82106,127.389,4.5,2018,all,76.4,0.58931681,126.0,174.0,24.0,72.0,0.7241,0.3333,23.0,23.0,1.0,Drafted,92.2554,85.8762,4.16841,226.261,7.17181,3.66294,3.50887,8.319,27.641,5.04275,3.27625,1.4615,5.6667,7.1282,0.8462,0.9744,0.5128,14.6154,Los Angeles Lakers,1,25,25
312,Donte DiVincenzo,Villanova,BE,40,72.5,119.5,22.8,59.0,60.77,4.9,13.8,20.0,17.0,76,107,0.71,103,179,0.575,85,212,0.401,0.7,2.1,27.4,So,6-05,4.33319,130.504,2.8,2018,all,75.4,1.7594936,72.0,111.0,31.0,67.0,0.6486,0.4627,10.0,10.0,1.0,Drafted,100.427,93.9887,3.56864,215.984,8.81159,6.56506,2.24653,8.09702,29.275,5.81862,2.2784,1.15,3.6,4.75,3.475,1.05,0.2,13.425,Milwaukee Bucks,1,17,17
313,Jalen Brunson,Villanova,BE,40,78.8,128.5,26.1,60.4,63.53,1.2,9.7,26.6,12.3,130,162,0.802,184,307,0.599,86,211,0.408,0.1,1.7,31.3,Jr,6-02,6.41346,146.114,2.5,2018,all,95.8,2.59154928,101.0,142.0,83.0,163.0,0.7113,0.5092,6.0,6.0,1.0,Drafted,103.211,96.5942,3.5916,206.633,8.37985,8.13628,0.243567,9.46785,31.8,7.833,1.63484,0.3,2.75,3.05,4.6,0.925,0.025,18.9,Dallas Mavericks,2,3,33
314,Ray Spalding,Louisville,ACC,36,68.2,111.8,23.5,55.0,56.76,13.3,20.9,9.6,15.1,73,114,0.64,178,318,0.56,5,19,0.263,6.3,3.1,33.8,Jr,6-10,3.31152,122.456,4.3,2018,all,91.8,0.75413126,123.0,183.0,55.0,134.0,0.6721,0.4104,44.0,50.0,0.88,Drafted,91.6831,87.0284,4.0126,252.05,8.55591,3.00336,5.55255,7.30317,27.6389,3.6926,3.61057,3.1389,5.5278,8.6667,1.2778,1.5,1.7222,12.3333,Philadelphia 76ers,2,26,56
315,Jerome Robinson,Boston College,ACC,35,89.0,114.7,26.3,56.4,60.73,1.6,9.4,19.5,16.5,146,176,0.83,169,317,0.533,81,198,0.409,0.4,1.4,34.2,Jr,6-05,5.10268,128.733,2.8,2018,all,38.6,1.20831973,98.0,157.0,71.0,161.0,0.6242,0.441,12.0,13.0,0.9231,Drafted,108.007,103.881,3.15995,209.282,2.81816,4.38235,-1.5642,4.82193,36.0,5.22217,-0.40024,0.5143,3.0857,3.6,3.3143,0.8571,0.1429,20.7714,LA Clippers,1,13,13
316,Kostas Antetokounmpo,Dayton,A10,29,34.8,92.9,20.8,58.4,57.46,7.3,16.8,5.9,25.6,33,64,0.516,56,86,0.651,2,15,0.133,8.3,1.0,63.4,Fr,6-10,0.413901,95.4475,6.0,2018,all,79.8,0.33335812,46.0,64.0,10.0,23.0,0.7188,0.4348,27.0,27.0,1.0,Drafted,104.641,103.174,1.35938,87.2099,-1.41812,-3.80089,2.38277,-2.51489,15.1034,-3.52913,1.01424,0.8276,2.0345,2.8621,0.4483,0.2414,1.069,5.2069,Philadelphia 76ers,2,30,60
317,Kevin Huerter,Maryland,B10,31,85.5,116.3,21.5,61.1,63.6,3.9,13.1,20.0,20.4,74,97,0.763,87,145,0.6,70,169,0.414,2.1,1.1,30.9,So,6-07,4.39099,124.465,2.8,2018,all,87.2,1.35,54.0,76.0,32.0,67.0,0.7105,0.4776,5.0,5.0,1.0,Drafted,103.074,98.1776,3.7532,179.484,7.22188,5.43968,1.7822,6.90707,34.3438,5.4505,1.45657,0.9688,4.0625,5.0312,3.375,0.625,0.6562,14.75,Atlanta Hawks,1,19,19
318,Josh Okogie,Georgia Tech,ACC,24,67.9,107.9,26.8,47.5,55.04,7.3,13.1,15.6,15.7,133,162,0.821,95,220,0.432,38,100,0.38,2.8,2.9,50.6,So,6-04,4.53705,123.58,3.2,2018,all,63.8,0.9671874,68.0,127.0,27.0,93.0,0.5354,0.2903,16.0,17.0,0.9412,Drafted,100.756,95.767,4.22922,163.453,5.45468,3.60459,1.85009,7.11086,36.375,5.20362,1.90724,2.25,4.0,6.25,2.4583,1.75,0.9583,18.2083,Minnesota Timberwolves,1,20,20
319,Vincent Edwards,Purdue,B10,35,74.5,116.6,24.1,54.4,58.74,8.4,18.6,17.1,15.6,100,120,0.833,129,250,0.516,51,128,0.398,2.0,1.0,31.7,Sr,6-08,4.57653,129.334,2.2,2018,all,76.0,1.42250814,89.0,135.0,40.0,115.0,0.6593,0.3478,10.0,11.0,0.9091,Drafted,97.0164,92.9819,3.98433,206.317,7.55466,5.49623,2.05843,7.08671,31.6,5.73318,1.35353,2.0286,5.3714,7.4,2.8857,0.5143,0.6,14.6,Utah Jazz,2,22,52
320,Justin Jackson,Maryland,B10,11,25.9,91.3,24.2,41.6,47.05,11.1,21.1,12.6,24.5,24,29,0.828,27,61,0.443,10,40,0.25,3.0,1.7,28.7,So,6-07,1.0788,98.1559,1.9,2018,all,83.8,0.65625108,19.0,37.0,8.0,22.0,0.5135,0.3636,2.0,2.0,1.0,Drafted,98.0835,95.4662,3.50547,62.9205,2.02508,-0.456914,2.482,1.1467,29.3636,0.31462,0.83208,2.4545,5.6364,8.0909,1.9091,0.8182,0.8182,9.8182,Denver Nuggets,2,13,43
321,Omari Spellman,Villanova,BE,40,69.7,121.0,17.9,57.3,58.77,9.9,23.0,4.3,11.4,49,70,0.7,95,186,0.511,65,150,0.433,5.5,1.3,20.8,Fr,6-08,3.52411,123.896,3.3,2018,all,96.2,0.75,59.0,103.0,36.0,81.0,0.5728,0.4444,26.0,35.0,0.7429,Drafted,95.809,89.6669,3.84632,248.547,7.95853,4.14989,3.80864,6.62804,28.125,4.40706,2.22098,2.25,5.775,8.025,0.75,0.65,1.475,10.85,Atlanta Hawks,1,30,30
322,Deandre Ayton,Arizona,P12,35,82.5,126.7,26.2,62.5,64.98,13.5,28.2,10.2,13.1,140,191,0.733,264,416,0.635,12,35,0.343,6.1,1.0,42.4,Fr,7-01,6.12647,140.927,2.8,2018,all,99.4,0.82611341,185.0,229.0,79.0,187.0,0.8079,0.4225,87.0,89.0,0.9775,Drafted,97.464,93.9647,4.06491,265.783,8.89899,5.46564,3.43335,9.90362,33.4857,8.02725,1.87637,3.3714,8.2,11.5714,1.6286,0.5714,1.8857,20.1143,Phoenix Suns,1,1,1
323,Marvin Bagley III,Duke,ACC,33,74.8,123.8,25.8,64.0,64.35,13.8,21.4,8.8,14.7,131,209,0.627,247,382,0.647,23,58,0.397,2.6,1.4,47.5,Fr,6-11,6.05945,139.569,2.2,2018,all,100.0,0.66669599,193.0,264.0,54.0,118.0,0.7311,0.4576,94.0,98.0,0.9592,Drafted,96.4998,91.47,4.41523,234.046,8.66296,6.3114,2.35157,9.6447,33.7576,8.30044,1.34425,4.0,7.0909,11.0909,1.5152,0.8182,0.8788,21.0303,Sacramento Kings,1,2,2
324,Michael Porter Jr.,Missouri,SEC,3,4.1,92.7,33.3,38.3,43.76,9.5,32.5,4.6,10.1,7,9,0.778,7,20,0.35,3,10,0.3,2.0,3.4,30.0,Fr,6-10,1.62752,113.997,4.5,2018,all,99.8,0.33329999,7.0,13.0,0.0,7.0,0.5385,0.0,0.0,0.0,,Drafted,88.6588,83.9262,2.79063,14.5523,-4.93399,-3.94221,-0.99178,8.15219,17.6667,4.7739,3.37829,1.3333,5.3333,6.6667,0.3333,1.0,0.3333,10.0,Denver Nuggets,1,14,14
325,Collin Sexton,Alabama,SEC,33,68.6,109.6,32.5,49.8,56.66,4.0,9.7,27.8,16.2,196,252,0.778,152,307,0.495,44,131,0.336,0.3,1.6,57.5,Fr,6-03,4.79444,133.597,3.3,2018,all,99.2,1.29348259,103.0,182.0,49.0,124.0,0.5659,0.3952,5.0,8.0,0.625,Drafted,104.481,97.6175,3.32044,155.892,4.54549,4.94131,-0.395826,5.84104,29.9394,5.21146,0.629587,1.0303,2.7273,3.7576,3.6061,0.8485,0.0909,19.1515,Cleveland Cavaliers,1,8,8
326,Gary Trent Jr.,Duke,ACC,37,83.8,122.3,17.3,52.8,56.65,2.9,10.3,6.8,9.9,85,97,0.876,80,186,0.43,97,241,0.402,0.4,2.0,22.7,Fr,6-06,4.24661,123.947,2.0,2018,all,96.8,1.3684519,40.0,63.0,40.0,124.0,0.6349,0.3226,6.0,6.0,1.0,Drafted,101.732,96.3665,3.84901,210.866,6.50756,4.92641,1.58114,5.84746,33.7568,3.98383,1.86363,0.8378,3.4054,4.2432,1.4054,1.1622,0.1351,14.4865,Sacramento Kings,2,7,37
327,Hamidou Diallo,Kentucky,SEC,37,61.8,101.1,21.3,47.0,49.75,4.2,11.5,9.5,14.8,77,126,0.611,108,236,0.458,26,77,0.338,1.6,1.8,40.3,Fr,6-05,1.83619,108.848,4.2,2018,all,98.2,0.90191524,78.0,124.0,30.0,112.0,0.629,0.2679,19.0,23.0,0.8261,Drafted,102.116,95.8859,2.87974,163.536,2.72071,1.43527,1.28545,1.80476,24.8108,0.309039,1.49573,0.8649,2.7568,3.6216,1.2432,0.7568,0.3514,10.027,Brooklyn Nets,2,15,45
328,Trae Young,Oklahoma,B12,32,87.5,112.1,38.4,51.9,58.62,1.3,9.9,48.3,20.0,236,274,0.861,143,290,0.493,118,327,0.361,0.7,2.5,44.4,Fr,6-02,7.06714,145.644,2.0,2018,all,95.6,1.65865722,105.0,201.0,38.0,89.0,0.5224,0.427,0.0,0.0,,Drafted,106.864,100.301,3.53946,216.691,9.94112,9.5331,0.408018,10.1526,35.4062,9.41387,0.738749,0.4375,3.4688,3.9062,8.6562,1.6875,0.25,27.375,Dallas Mavericks,1,5,5
329,Zhaire Smith,Texas Tech,B12,37,70.5,124.3,18.6,58.5,61.51,9.1,11.2,12.1,12.6,91,127,0.717,135,237,0.57,18,40,0.45,4.4,2.4,45.8,Fr,6-05,3.97746,128.073,2.5,2018,all,61.4,1.52383046,111.0,179.0,25.0,57.0,0.6201,0.4386,63.0,70.0,0.9,Drafted,94.3872,88.7363,3.98587,205.196,10.0389,4.93407,5.10478,9.49126,28.4054,5.56388,3.92738,2.1351,2.7568,4.8919,1.7297,1.1622,1.027,11.2162,Phoenix Suns,1,16,16
330,Shai Gilgeous-Alexander,Kentucky,SEC,37,84.0,114.1,22.8,51.6,57.87,3.2,10.0,28.8,19.8,143,174,0.822,160,320,0.5,23,57,0.404,1.7,2.8,46.2,Fr,6-06,4.39339,125.112,2.0,2018,all,94.0,1.90907054,108.0,182.0,52.0,138.0,0.5934,0.3768,11.0,11.0,1.0,Drafted,100.791,94.6415,4.06009,235.269,7.76378,4.95128,2.8125,8.11177,33.7297,5.06269,3.04908,0.8919,3.2432,4.1351,5.1081,1.6486,0.4865,14.3784,Charlotte Hornets,1,11,11
331,Jarred Vanderbilt,Kentucky,SEC,14,16.0,107.3,22.9,42.6,47.65,23.2,27.9,10.7,15.7,24,38,0.632,29,67,0.433,0,1,0.0,5.3,1.4,55.9,Fr,6-09,1.8814,119.626,6.2,2018,all,97.8,0.93335818,23.0,43.0,6.0,23.0,0.5349,0.2609,8.0,8.0,1.0,Drafted,92.8541,85.9523,2.5431,59.6529,6.30095,2.63631,3.66464,5.05066,17.0,3.02946,2.0212,3.2857,4.5714,7.8571,1.0,0.4286,0.7857,5.8571,Orlando Magic,2,11,41
332,Eric Paschall,Villanova,BE,36,89.3,109.6,23.8,52.8,57.0,4.2,16.0,12.9,16.2,135,181,0.746,125,235,0.532,70,201,0.348,1.6,1.2,41.5,Sr,6-08,3.9516,119.323,2.4,2019,all,58.2,0.93902009,84.0,121.0,41.0,113.0,0.6942,0.3628,34.0,36.0,0.9444,Drafted,102.961,98.2879,3.86556,222.983,3.15785,2.35899,0.79886,3.68916,36.1111,3.12908,0.560084,1.2778,4.8611,6.1389,2.1389,0.7222,0.4722,16.5278,Golden State Warriors,2,11,41
333,Justin James,Wyoming,MWC,31,95.0,95.5,36.3,45.5,51.53,3.2,22.4,33.0,17.3,193,260,0.742,175,383,0.457,49,163,0.301,1.6,2.2,47.6,Sr,6-07,3.30845,112.544,2.3,2019,all,23.0,1.0601511,102.0,169.0,73.0,214.0,0.6036,0.3411,25.0,27.0,0.9259,Drafted,103.332,103.134,3.47186,254.358,2.54121,1.54518,0.996028,2.74036,38.1562,2.96987,-0.229513,1.0,7.5312,8.5312,4.4062,1.5,0.5625,22.0625,Sacramento Kings,2,10,40
334,Jarrell Brantley,College of Charleston,CAA,32,84.4,111.6,29.9,54.8,58.67,6.6,23.8,15.4,15.4,122,156,0.782,194,337,0.576,35,113,0.31,3.0,2.4,34.7,Sr,6-07,3.9039,120.776,3.2,2019,all,,0.94114454,130.0,187.0,61.0,146.0,0.6952,0.4178,23.0,25.0,0.92,Drafted,98.3259,97.3641,3.76057,233.284,4.21385,2.13912,2.07473,5.07073,33.9394,3.93201,1.13872,1.7273,6.6667,8.3939,2.4242,1.3939,0.8788,19.3939,Indiana Pacers,2,20,50
335,Dylan Windler,Belmont,OVC,32,83.7,126.6,24.7,64.9,68.03,6.8,27.2,13.4,13.6,115,135,0.852,142,215,0.66,97,228,0.425,1.7,2.4,30.5,Sr,6-08,5.25538,132.684,2.5,2019,all,,1.21741839,113.0,152.0,24.0,57.0,0.7434,0.4211,28.0,28.0,1.0,Drafted,94.7661,95.1894,3.9822,266.556,8.87444,6.81153,2.06292,10.4638,33.1818,8.79956,1.66421,1.9394,8.8788,10.8182,2.5455,1.4242,0.5758,21.2727,Cleveland Cavaliers,1,26,26
336,Admiral Schofield,Tennessee,SEC,36,78.2,109.2,24.4,54.8,56.23,4.5,16.3,11.7,14.4,60,86,0.698,159,317,0.502,73,173,0.422,1.7,1.6,17.6,Sr,6-06,3.75345,122.028,3.2,2019,all,50.0,1.0714097,84.0,133.0,75.0,183.0,0.6316,0.4098,18.0,21.0,0.8571,Drafted,100.172,94.5479,3.79046,219.529,5.04052,4.02465,1.01587,5.4047,31.7838,4.44481,0.95989,1.1622,4.973,6.1351,2.027,0.8919,0.4595,16.4865,Philadelphia 76ers,2,12,42
337,Matisse Thybulle,Washington,P12,36,77.2,103.2,17.2,50.0,54.17,3.0,9.0,13.5,20.5,57,67,0.851,66,119,0.555,46,151,0.305,8.1,6.6,24.8,Sr,6-05,1.62011,102.572,3.6,2019,all,79.4,1.16669397,60.0,79.0,6.0,40.0,0.7595,0.15,39.0,41.0,0.9512,Drafted,87.4217,84.2423,4.84706,284.521,11.3248,2.07984,9.24499,10.5343,31.0,2.15807,8.3762,0.75,2.3333,3.0833,2.1389,3.4444,2.1944,9.0833,Boston Celtics,1,20,20
338,Justin Wright-Foreman,Hofstra,CAA,34,92.8,120.7,31.5,59.6,63.72,1.2,11.4,17.6,13.2,176,204,0.863,217,382,0.568,108,254,0.425,0.6,1.4,32.1,Sr,6-02,6.06055,134.517,2.0,2019,all,,1.12088464,106.0,154.0,111.0,228.0,0.6883,0.4868,16.0,17.0,0.9412,Drafted,108.29,109.895,2.51952,201.713,2.15975,5.47764,-3.31788,5.99963,37.7429,7.83122,-1.83159,0.3429,3.6857,4.0286,2.9143,0.8571,0.2,27.0857,Utah Jazz,2,23,53
339,Brandon Clarke,Gonzaga,WCC,37,70.2,134.3,24.0,69.3,69.89,13.9,19.7,12.1,12.7,109,157,0.694,253,359,0.705,4,15,0.267,10.8,2.3,42.0,Jr,6-08,5.59328,144.86,3.0,2019,all,,1.21058094,192.0,241.0,61.0,118.0,0.7967,0.5169,60.0,61.0,0.9836,Drafted,83.897,81.216,4.70079,276.59,16.5977,7.78475,8.81298,15.3523,28.0811,9.47452,5.87777,3.0811,5.4865,8.5676,1.8649,1.1622,3.0,16.9459,Oklahoma City Thunder,1,21,21
340,Isaiah Roby,Nebraska,B10,35,77.8,102.9,21.9,49.7,53.19,6.6,17.8,12.5,17.3,90,133,0.677,120,242,0.496,28,84,0.333,6.4,2.4,40.8,Jr,6-08,2.757,112.991,4.1,2019,all,73.6,0.97144997,99.0,163.0,21.0,79.0,0.6074,0.2658,28.0,33.0,0.8485,Drafted,96.0961,91.0837,4.14359,238.984,6.17823,1.44872,4.72951,5.41203,31.2286,2.16458,3.24746,1.8857,5.0286,6.9143,1.9429,1.2571,1.8857,11.8286,Detroit Pistons,2,15,45
341,Miye Oni,Yale,Ivy,28,74.3,106.0,28.0,51.2,55.82,2.5,18.7,20.7,16.9,103,130,0.792,107,220,0.486,55,150,0.367,4.2,1.6,35.1,Jr,6-06,3.24752,117.877,3.5,2019,all,,1.37332771,77.0,132.0,30.0,88.0,0.5833,0.3409,22.0,24.0,0.9167,Drafted,98.1772,98.574,3.2972,189.263,3.86252,2.31428,1.54825,4.28909,30.931,3.32755,0.961545,0.6552,5.6207,6.2759,3.5517,0.8966,1.2759,17.1379,Golden State Warriors,2,28,58
342,Ty Jerome,Virginia,ACC,37,81.8,119.1,24.1,53.2,55.5,1.8,13.0,32.6,13.3,67,91,0.736,99,211,0.469,79,198,0.399,0.1,3.0,22.2,Jr,6-05,5.33905,133.244,2.0,2019,all,91.4,3.31159766,44.0,69.0,55.0,142.0,0.6377,0.3873,0.0,0.0,,Drafted,91.6552,87.343,4.91109,224.28,10.6696,7.8318,2.83782,10.2962,33.9459,6.33148,3.96467,0.4595,3.7568,4.2162,5.4595,1.5405,0.027,13.5676,Philadelphia 76ers,1,24,24
343,De'Andre Hunter,Virginia,ACC,38,80.4,122.9,23.5,57.9,61.78,5.6,13.4,13.0,11.8,123,157,0.783,159,289,0.55,46,105,0.438,2.4,1.2,39.8,So,6-07,5.47025,136.483,2.5,2019,all,82.0,1.44234148,92.0,133.0,67.0,156.0,0.6917,0.4295,19.0,19.0,1.0,Drafted,94.2741,89.824,4.42249,198.406,8.84325,6.23889,2.60435,9.41148,32.4737,6.77482,2.63666,1.3684,3.7105,5.0789,1.9737,0.5789,0.5789,15.2368,Los Angeles Lakers,1,4,4
344,Carsen Edwards,Purdue,B10,36,87.3,108.0,34.8,49.0,54.09,1.3,10.7,18.3,15.5,185,221,0.837,142,323,0.44,135,380,0.355,1.0,2.3,31.4,Jr,6-01,6.00546,137.003,2.3,2019,all,76.6,0.92035427,93.0,186.0,49.0,138.0,0.5,0.3551,2.0,7.0,0.2857,Drafted,102.371,96.5821,3.98501,217.953,5.21965,5.61306,-0.393407,7.53716,35.4167,7.10743,0.429729,0.3889,3.2222,3.6111,2.8889,1.3333,0.2778,24.2778,Philadelphia 76ers,2,3,33
