,Nodraft,Yesdraft,Player,Team,Conference
1892,0.994,0.006,Bryce Williams,Oklahoma St.,B12
1893,1.0,0.0,Jaren Nafarrete,Seattle,WAC
1894,0.986,0.014,Damiree Burns,Murray St.,OVC
1895,1.0,0.0,Terrell Williams Jr.,Southern,SWAC
1896,0.996,0.004,Jalen Gaffney,Connecticut,BE
1897,0.986,0.014,Matt Smith,Murray St.,OVC
1898,0.994,0.006,Seth Lundy,Penn St.,B10
1899,1.0,0.0,Jakov Kukic,UC Santa Barbara,BW
1900,1.0,0.0,Emmanuel Kuac,New Mexico,MWC
1901,0.926,0.074,AJ Bramah,Nevada,MWC
1902,1.0,0.0,Quamain Nelson,South Carolina St.,MEAC
1903,1.0,0.0,Evan Smith,Texas A&M Corpus Chris,Slnd
1904,1.0,0.0,Rahsaan Edwards,South Carolina St.,MEAC
1905,1.0,0.0,Omar Croskey,South Carolina St.,MEAC
1906,1.0,0.0,Dahmir Bishop,Saint Joseph's,A10
1907,1.0,0.0,Tyler Stephenson-Moore,Stony Brook,AE
1908,0.936,0.064,Mouhamadou Gueye,Pittsburgh,ACC
1909,1.0,0.0,Daniel Ogoro,Youngstown St.,Horz
1910,1.0,0.0,Carsten Kogelnik,Brown,Ivy
1911,1.0,0.0,Daniel Ramsey,Tennessee Tech,OVC
1912,0.914,0.086,E.J. Liddell,Ohio St.,B10
1913,0.986,0.014,Adonis Arms,Texas Tech,B12
1914,1.0,0.0,Logan Alters,California,P12
1915,0.998,0.002,Joe French,Bethune Cookman,MEAC
1916,1.0,0.0,Jaelen House,New Mexico,MWC
1917,1.0,0.0,Desmond Williams,Troy,SB
1918,1.0,0.0,Lars Thiemann,California,P12
1919,1.0,0.0,Jonathan Steelman,Wofford,SC
1920,0.9,0.1,Zach Freemantle,Xavier,BE
1921,1.0,0.0,McKay Howell,Southeastern Louisiana,Slnd
1922,0.968,0.032,Marcus Domask,Southern Illinois,MVC
1923,0.996,0.004,Trent Brown,Southern Illinois,MVC
1924,1.0,0.0,Josh Endicott,Tennessee Martin,OVC
1925,1.0,0.0,Coleman Boyd,Georgia Tech,ACC
1926,1.0,0.0,Darion Jordan-Thomas,UMass Lowell,AE
1927,1.0,0.0,Emmanuel Adedoyin,North Florida,ASun
1928,1.0,0.0,Ja'Mier Fletcher,Wagner,NEC
1929,1.0,0.0,Tony Johnson Jr.,UCF,Amer
1930,0.998,0.002,Justin McKoy,North Carolina,ACC
1931,1.0,0.0,Andrew Kenny,Boston College,ACC
1932,0.992,0.008,Alphonso Anderson,Pacific,WCC
1933,1.0,0.0,Trey Hurlburt,UNLV,MWC
1934,1.0,0.0,Chris Efretuei,Maine,AE
1935,0.884,0.116,Trayce Jackson-Davis,Indiana,B10
1936,1.0,0.0,Nathan Childress,Indiana,B10
1937,0.998,0.002,Elijah Ifejeh,Prairie View A&M,SWAC
1938,0.994,0.006,Luke Phillips,Louisiana Monroe,SB
1939,0.998,0.002,Langston Powell,Louisiana Monroe,SB
1940,1.0,0.0,Alex Brodsky,Binghamton,AE
1941,1.0,0.0,Justin Rene,Long Beach St.,BW
1942,0.996,0.004,Jalen Warren,Illinois Chicago,Horz
1943,0.998,0.002,Chance Hunter,Cal Baptist,WAC
1944,1.0,0.0,Joshua Morgan,USC,P12
1945,1.0,0.0,Romelle Mansel,Long Beach St.,BW
1946,0.996,0.004,Jalen White,UNC Greensboro,SC
1947,1.0,0.0,Dylan Sandhu,Northwestern,B10
1948,1.0,0.0,Emmanuel Izunabor,High Point,BSth
1949,1.0,0.0,Eric Zalewski,Northwestern,B10
1950,1.0,0.0,Bryant Randleman,High Point,BSth
1951,0.996,0.004,Yarden Willis,Binghamton,AE
1952,1.0,0.0,Kuany Kuany,California,P12
1953,0.918,0.082,David Roddy,Colorado St.,MWC
1954,1.0,0.0,DeAngelo Epps,Hampton,BSth
1955,1.0,0.0,KJ Cunningham,Weber St.,BSky
1956,0.998,0.002,Robbie Beran,Northwestern,B10
1957,1.0,0.0,Tyrease Terrell,Nicholls St.,Slnd
1958,1.0,0.0,Jamir Williams,Florida A&M,MEAC
1959,0.998,0.002,Dekedran Thorn,Alcorn St.,SWAC
1960,1.0,0.0,Raymond Hawkins,Long Beach St.,BW
1961,1.0,0.0,James Rojas,Alabama,SEC
1962,0.988,0.012,Jaylen Forbes,Tulane,Amer
1963,0.966,0.034,Jaden Shackelford,Alabama,SEC
1964,0.974,0.026,Juwan Gary,Alabama,SEC
1965,1.0,0.0,Ben Sheppard,Belmont,OVC
1966,0.99,0.01,Noah Fernandes,Massachusetts,A10
1967,1.0,0.0,Juwan Perdue,Jacksonville St.,OVC
1968,1.0,0.0,PJ Fuller,Washington,P12
1969,0.978,0.022,Caleb Mills,Florida St.,ACC
1970,0.992,0.008,Francisco Farabello,TCU,B12
1971,0.99,0.01,Aidan Igiehon,Grand Canyon,WAC
1972,1.0,0.0,Josh Nickelberry,La Salle,A10
1973,0.998,0.002,Steele Venters,Eastern Washington,BSky
1974,1.0,0.0,Diante Smith,South Alabama,SB
1975,1.0,0.0,Taryn Todd,New Mexico,MWC
1976,1.0,0.0,Dontaie Allen,Kentucky,SEC
1977,1.0,0.0,Dequan Morris,Arkansas Pine Bluff,SWAC
1978,0.994,0.006,Anthony Harris,North Carolina,ACC
1979,0.986,0.014,Ethan Anderson,USC,P12
1980,1.0,0.0,Kshun Stokes,Arkansas Pine Bluff,SWAC
1981,0.99,0.01,Markedric Bell,Prairie View A&M,SWAC
1982,0.996,0.004,Mylik Wilson,Texas Tech,B12
1983,0.996,0.004,Caleb Asberry,Texas St.,SB
1984,0.98,0.02,Isiah Small,Texas St.,SB
1985,1.0,0.0,Russhard Cruickshank,Eastern Kentucky,OVC
1986,0.994,0.006,Jalen Bridges,West Virginia,B12
1987,1.0,0.0,Aaron Estrada,Hofstra,CAA
1988,1.0,0.0,Matthew Lee,Saint Peter's,MAAC
1989,0.998,0.002,Ayinde Hikim,UMass Lowell,AE
1990,1.0,0.0,Mike DePersia,IUPUI,Horz
1991,0.992,0.008,Jordan Wright,Vanderbilt,SEC
1992,0.994,0.006,Sherif Kenney,La Salle,A10
1993,0.99,0.01,Julien Wooden,James Madison,CAA
1994,1.0,0.0,Michael Christmas,Longwood,BSth
1995,1.0,0.0,Zion Tordoff,Houston Baptist,Slnd
1996,1.0,0.0,Cartier Jernigan,USC Upstate,BSth
1997,1.0,0.0,Thomas Sheida,USC Upstate,BSth
1998,1.0,0.0,Tyler Morman,Southern Miss,CUSA
1999,0.984,0.016,Jacob Germany,UTSA,CUSA
2000,1.0,0.0,Luka Barisic,Western Illinois,Sum
2001,0.998,0.002,Jason Jitoboh,Florida,SEC
2002,0.996,0.004,Bernard Kouma,Oklahoma St.,B12
2003,1.0,0.0,Alex Klatsky,Florida,SEC
2004,0.998,0.002,Christian Brown,Tennessee St.,OVC
2005,0.974,0.026,Omar Payne,Illinois,B10
2006,1.0,0.0,Austin Crowley,Mississippi,SEC
2007,0.996,0.004,Bahaide Haidara,St. Francis NY,NEC
2008,0.998,0.002,Jalen Graham,Arizona St.,P12
2009,0.992,0.008,Hall Elisias,Bryant,NEC
2010,0.996,0.004,Alex Tabor Jr.,SMU,Amer
2011,0.99,0.01,Khalil Robinson,Howard,MEAC
2012,1.0,0.0,Charles Smith IV,Old Dominion,CUSA
2013,0.994,0.006,Brice Williams,Charlotte,CUSA
2014,0.986,0.014,Khalyl Waters,Troy,SB
2015,0.998,0.002,Jack Forrest,Saint Joseph's,A10
2016,1.0,0.0,Nick Caldwell,Southeastern Louisiana,Slnd
2017,0.986,0.014,Tyler Cochran,Ball St.,MAC
2018,1.0,0.0,Jakevan Leftridge,Troy,SB
2019,1.0,0.0,D.J. Thorpe,California,P12
2020,1.0,0.0,Kruz Perrott-Hunt,South Dakota,Sum
2021,0.966,0.034,A.J. Plitzuweit,South Dakota,Sum
2022,0.998,0.002,Terrell Burden,Kennesaw St.,ASun
2023,1.0,0.0,Nate Jenkins,Green Bay,Horz
2024,1.0,0.0,Armani Harris,Kennesaw St.,ASun
2025,1.0,0.0,Tremont Robinson-White,East Carolina,Amer
2026,1.0,0.0,Nyzaiah Chambers,Norfolk St.,MEAC
2027,0.998,0.002,Leslie Nkereuwem,Longwood,BSth
2028,1.0,0.0,Demilade Adelekun,Dartmouth,Ivy
2029,1.0,0.0,Allen Powell,Rider,MAAC
2030,1.0,0.0,Nathaniel Ogbu,Dartmouth,Ivy
2031,1.0,0.0,Hunter Goodrick,South Dakota,Sum
2032,0.976,0.024,Nikc Jackson,Air Force,MWC
2033,1.0,0.0,Daryl Anderson,Norfolk St.,MEAC
2034,1.0,0.0,Masai Olowokere,Central Arkansas,Slnd
2035,1.0,0.0,Caleb Burgess,Hofstra,CAA
2036,0.998,0.002,Josh Vazquez,Montana,BSky
2037,0.998,0.002,Kyle Owens,Montana,BSky
2038,0.984,0.016,Kadin Shedrick,Virginia,ACC
2039,1.0,0.0,C.J. Wilbourn,Wright St.,Horz
2040,1.0,0.0,Lewis McDaniel,Central Arkansas,Slnd
2041,1.0,0.0,Kalil Thomas,UMass Lowell,AE
2042,1.0,0.0,Keller Casey,Oklahoma,B12
2043,0.998,0.002,Connor Nelson,American,Pat
2044,0.998,0.002,Jordan Jones,Cornell,Ivy
2045,1.0,0.0,Caleb Christopher,Tennessee Tech,OVC
2046,0.998,0.002,Ben Lubarsky,American,Pat
2047,1.0,0.0,Marcus Filien,Cornell,Ivy
2048,1.0,0.0,LaQuan Butler,UT Rio Grande Valley,WAC
2049,0.998,0.002,Bas Leyte,UNC Greensboro,SC
2050,1.0,0.0,Jackson Blaufeld,Dartmouth,Ivy
2051,1.0,0.0,EJ Williams,Alabama A&M,SWAC
2052,1.0,0.0,Paul Hudson,Dartmouth,Ivy
2053,0.994,0.006,Louis Tang,VMI,SC
2054,0.992,0.008,Garrett Hicks,Alabama A&M,SWAC
2055,1.0,0.0,Camden Vander Zwaag,Air Force,MWC
2056,1.0,0.0,Davy Cummard,Northern Arizona,BSky
2057,1.0,0.0,Da'mir Faison,NJIT,AE
2058,0.994,0.006,Kassim Nicholson,Tennessee St.,OVC
2059,0.998,0.002,Kmani Doughty,New Orleans,Slnd
2060,1.0,0.0,Raquan Brown,UNC Asheville,BSth
2061,1.0,0.0,Rodney Carson Jr.,New Orleans,Slnd
2062,0.996,0.004,Justus Rainwater,Northern Arizona,BSky
2063,0.998,0.002,Dajuan Harris,Kansas,B12
2064,0.992,0.008,Tyler Thomas,Sacred Heart,NEC
2065,1.0,0.0,R.J. McGee,Tulane,Amer
2066,1.0,0.0,Sean Yoder,Navy,Pat
2067,0.986,0.014,Tyler Nelson,Navy,Pat
2068,1.0,0.0,P.J. Roach Jr.,Navy,Pat
2069,0.998,0.002,Jaylen Walker,Navy,Pat
2070,0.95,0.05,Daniel Deaver,Navy,Pat
2071,1.0,0.0,Patrick Dorsey,Navy,Pat
2072,1.0,0.0,Christian Jones,Navy,Pat
2073,0.968,0.032,Neal Quinn,Lafayette,Pat
2074,1.0,0.0,Daman Tate,Boston University,Pat
2075,0.996,0.004,Leo O'Boyle,Lafayette,Pat
2076,1.0,0.0,Ethan Brittain-Watts,Boston University,Pat
2077,1.0,0.0,Austin Meloche,North Alabama,ASun
2078,0.99,0.01,Mervin James,Rider,MAAC
2079,0.99,0.01,Brandon Newman,Purdue,B10
2080,0.996,0.004,Jalen Thomas,Georgia St.,SB
2081,0.97,0.03,Alonzo Verge Jr.,Nebraska,B10
2082,0.998,0.002,Keshad Johnson,San Diego St.,MWC
2083,1.0,0.0,Trey Pulliam,San Diego St.,MWC
2084,0.988,0.012,James Moors,Colorado St.,MWC
2085,1.0,0.0,Alejandro Ralat,Florida Atlantic,CUSA
2086,1.0,0.0,Eduardo Lane,San Jose St.,MWC
2087,0.98,0.02,Isaiah Stevens,Colorado St.,MWC
2088,1.0,0.0,Kyle Rose,Fordham,A10
2089,1.0,0.0,Wheza Panzo,Stetson,ASun
2090,1.0,0.0,Fousseyni Drame,Saint Peter's,MAAC
2091,0.972,0.028,Daryl Banks III,Saint Peter's,MAAC
2092,1.0,0.0,Ford Cooper Jr.,South Carolina,SEC
2093,0.954,0.046,Dylan Disu,Texas,B12
2094,1.0,0.0,Charlie Weber,East Tennessee St.,SC
2095,1.0,0.0,Vonnie Patterson,East Tennessee St.,SC
2096,1.0,0.0,Jonas Visser,San Francisco,WCC
2097,0.846,0.154,Scotty Pippen Jr.,Vanderbilt,SEC
2098,1.0,0.0,Volodymyr Markovetskyy,San Francisco,WCC
2099,1.0,0.0,Mykel Derring,Merrimack,NEC
2100,1.0,0.0,Khalief Crawford,Merrimack,NEC
2101,1.0,0.0,Ryan Miller,Merrimack,NEC
2102,0.996,0.004,Mikey Watkins,Merrimack,NEC
2103,1.0,0.0,Devin Jensen,Merrimack,NEC
2104,1.0,0.0,Daraun Gray,Loyola MD,Pat
2105,0.998,0.002,Kareem Reid,Gardner Webb,BSth
2106,1.0,0.0,Jared Coleman-Jones,Middle Tennessee,CUSA
2107,1.0,0.0,Rainers Hermanovskis,William & Mary,CAA
2108,1.0,0.0,Miguel Ayesa,William & Mary,CAA
2109,1.0,0.0,Blondeau Tchoukuiengo,New Hampshire,AE
2110,1.0,0.0,Miles James,Cal St. Northridge,BW
2111,0.992,0.008,Kyle Rode,Liberty,ASun
2112,0.998,0.002,Shiloh Robinson,Liberty,ASun
2113,1.0,0.0,Charles Coleman,Saint Joseph's,A10
2114,1.0,0.0,Colton Reed,Liberty,ASun
2115,1.0,0.0,Ludgy Debaut,East Carolina,Amer
2116,0.996,0.004,Andrei Savrasov,Georgia Southern,SB
2117,0.998,0.002,Russel Tchewa,South Florida,Amer
2118,0.926,0.074,Terrence Shannon Jr.,Texas Tech,B12
2119,1.0,0.0,Clarence Nadolny,Texas Tech,B12
2120,0.992,0.008,Tyreek Smith,Oklahoma St.,B12
2121,1.0,0.0,Dylan Jergens,Central Michigan,MAC
2122,1.0,0.0,Caleb Hodgson,Central Michigan,MAC
2123,1.0,0.0,Chris Johnson,Northern Illinois,MAC
2124,1.0,0.0,Brock Pappas,Valparaiso,MVC
2125,0.986,0.014,Donovan Clay,Missouri St.,MVC
2126,1.0,0.0,Cameron Carter,Cal St. Fullerton,BW
2127,1.0,0.0,Emil Freese-Vilien,Valparaiso,MVC
2128,1.0,0.0,Carter Murphy,Air Force,MWC
2129,1.0,0.0,Solomon Pierre-Louis,Air Force,MWC
2130,0.996,0.004,Nathan Scott,Eastern Michigan,MAC
2131,1.0,0.0,Charles Burns,Northern Arizona,BSky
2132,1.0,0.0,Maleeck Harden-Hayes,North Dakota St.,Sum
2133,0.99,0.01,Travis Evee,Rice,CUSA
2134,0.998,0.002,Dean Keeler,UC Irvine,BW
2135,1.0,0.0,Austin Johnson,UC Irvine,BW
2136,1.0,0.0,Brendan Carney,Marquette,BE
2137,1.0,0.0,Isaac Berglund,Idaho,BSky
2138,1.0,0.0,Brendan Favre,DePaul,BE
2139,0.994,0.006,Noah Waterman,Detroit,Horz
2140,1.0,0.0,Justin Hohn,UC Irvine,BW
2141,1.0,0.0,Michael Hanshaw,Idaho,BSky
2142,1.0,0.0,Michael Kennedy,Marquette,BE
2143,1.0,0.0,John McGriff,Binghamton,AE
2144,0.996,0.004,Brenton Mills,Bowling Green,MAC
2145,1.0,0.0,Hakon Hjalmarsson,Binghamton,AE
2146,0.996,0.004,Adham Eleeda,Bryant,NEC
2147,1.0,0.0,Jace Piatkowski,Nebraska,B10
2148,0.848,0.152,Julian Champagnie,St. John's,BE
2149,1.0,0.0,Yvan Ouedraogo,Grand Canyon,WAC
2150,0.998,0.002,Kaleb Coleman,Lipscomb,ASun
2151,1.0,0.0,Donavan Moore,Green Bay,Horz
2152,0.982,0.018,Josh Oduro,George Mason,A10
2153,0.976,0.024,Marcus Sasser,Houston,Amer
2154,0.998,0.002,Tanner Shulman,Lipscomb,ASun
2155,0.996,0.004,Antonio Gordon,Southeastern Louisiana,Slnd
2156,1.0,0.0,Justin Winston,Robert Morris,Horz
2157,0.998,0.002,Alejandro Vasquez,Tarleton St.,WAC
2158,0.998,0.002,Tre Gomillion,Cleveland St.,Horz
2159,1.0,0.0,Franklyn Penn Jr.,Cleveland St.,Horz
2160,0.994,0.006,Rayquan Evans,Florida St.,ACC
2161,1.0,0.0,Miles Brown,Ohio,MAC
2162,1.0,0.0,Jonah Jackson,Drake,MVC
2163,1.0,0.0,Greg Outlaw,Pacific,WCC
2164,0.954,0.046,Nathanael Jack,Cleveland St.,Horz
2165,0.992,0.008,Myles Baker,Eastern Illinois,OVC
2166,1.0,0.0,Matt Garry,Connecticut,Amer
2167,1.0,0.0,Kirk Parker,Southern,SWAC
2168,1.0,0.0,Skyler Baggs,Southern,SWAC
2169,0.988,0.012,Malik Curry,West Virginia,B12
2170,1.0,0.0,JaVonni Bickham,Denver,Sum
2171,0.998,0.002,Shon Robinson,San Jose St.,MWC
2172,1.0,0.0,Joey Reilly,Sacred Heart,NEC
2173,1.0,0.0,Yavuz Gultekin,San Diego,WCC
2174,0.986,0.014,Mark Freeman,Illinois St.,MVC
2175,0.994,0.006,Samari Curtis,Bowling Green,MAC
2176,1.0,0.0,Akol Arop,Nebraska Omaha,Sum
2177,1.0,0.0,Ayaan Sohail,Lamar,Slnd
2178,1.0,0.0,Andrew Carroll,Campbell,BSth
2179,1.0,0.0,Dru Kuxhausen,Northern Colorado,BSky
2180,0.968,0.032,Cedric Henderson Jr.,Campbell,BSth
2181,0.998,0.002,Quirin Emanga,Northeastern,CAA
2182,0.996,0.004,Kevin Cross,Tulane,Amer
2183,0.998,0.002,Kolton Mitchell,Massachusetts,A10
2184,0.99,0.01,T.J. Weeks,Massachusetts,A10
2185,1.0,0.0,Joe Petrakis,Western Carolina,SC
2186,0.986,0.014,David Sloan,East Tennessee St.,SC
2187,0.896,0.104,Tre Mitchell,Texas,B12
2188,0.974,0.026,Tyler Burton,Richmond,A10
2189,1.0,0.0,Isaiah Minter,Eastern Kentucky,OVC
2190,0.996,0.004,Michael Moreno,Eastern Kentucky,OVC
2191,0.992,0.008,Damian Dunn,Temple,Amer
2192,0.986,0.014,Josh Pierre-Louis,UC Santa Barbara,BW
2193,1.0,0.0,Curt Lewis,Eastern Kentucky,OVC
2194,1.0,0.0,Tariq Balogun,Eastern Kentucky,OVC
2195,1.0,0.0,Rett Lister,Furman,SC
2196,1.0,0.0,Ola Olamuyiwa,Central Connecticut,NEC
2197,0.994,0.006,Ben Beeker,Furman,SC
2198,0.996,0.004,Brayden Parker,Idaho St.,BSky
2199,1.0,0.0,Greg Gantt,North Carolina St.,ACC
2200,0.948,0.052,Isiaih Mosley,Missouri St.,MVC
2201,1.0,0.0,Jordan Mason,Wagner,NEC
2202,0.996,0.004,Isaiah Hill,Fresno St.,MWC
2203,0.934,0.066,Alex Morales,Wagner,NEC
2204,1.0,0.0,Dexter Akanno,Oregon St.,P12
2205,1.0,0.0,Symir Torrence,Syracuse,ACC
2206,1.0,0.0,Marko Sarenac,Marshall,CUSA
2207,1.0,0.0,Brian Taylor,Central Michigan,MAC
2208,0.992,0.008,Shawn Stith,Cal St. Bakersfield,BW
2209,1.0,0.0,Ray Somerville,Cal St. Bakersfield,BW
2210,1.0,0.0,Deonte Billups,Fort Wayne,Horz
2211,1.0,0.0,Justin Bieker,San Francisco,WCC
2212,1.0,0.0,Isaiah Hawthorne,San Francisco,WCC
2213,1.0,0.0,Rylan Jones,Utah St.,MWC
2214,0.998,0.002,Jeremiah Davenport,Cincinnati,Amer
2215,0.994,0.006,Zach Harvey,UC Santa Barbara,BW
2216,0.99,0.01,Russell Dean,Hampton,BSth
2217,0.966,0.034,Davion Warren,Texas Tech,B12
2218,1.0,0.0,Jacob O'Connell,Princeton,Ivy
2219,0.996,0.004,Keeshawn Kellman,Princeton,Ivy
2220,1.0,0.0,Konrad Kiszka,Princeton,Ivy
2221,1.0,0.0,Tosan Evbuomwan,Princeton,Ivy
2222,1.0,0.0,Axel Okongo,Eastern Michigan,MAC
2223,1.0,0.0,Tyler Millin,Middle Tennessee,CUSA
2224,1.0,0.0,DJ Rodman,Washington St.,P12
2225,1.0,0.0,Jaylen Cross,UC Riverside,BW
2226,0.986,0.014,Orlando Robinson,Fresno St.,MWC
2227,0.996,0.004,Lamar Wright,SIU Edwardsville,OVC
2228,0.976,0.024,Jesus Carralero,Campbell,BSth
2229,1.0,0.0,Nick Fiorillo,Vermont,AE
2230,1.0,0.0,Quinton Ford,UC Riverside,BW
2231,1.0,0.0,Henry Makeny,Marist,MAAC
2232,0.97,0.03,Jae'Lyn Withers,Louisville,ACC
2233,0.964,0.036,Kalib Boone,Oklahoma St.,B12
2234,1.0,0.0,Chris Harris Jr.,Oklahoma St.,B12
2235,0.99,0.01,Marcus Watson,North Carolina A&T,BSth
2236,0.998,0.002,Rob Perry,Stetson,ASun
2237,0.998,0.002,Keylan Boone,Oklahoma St.,B12
2238,0.998,0.002,Joel Kabimba,George Mason,A10
2239,0.988,0.012,Avery Anderson III,Oklahoma St.,B12
2240,0.99,0.01,Chris Ledlum,Harvard,Ivy
2241,0.998,0.002,Kyle Arrington,Siena,MAAC
2242,0.986,0.014,Omari Moore,San Jose St.,MWC
2243,1.0,0.0,Kyle Thompson,La Salle,A10
2244,1.0,0.0,Marcus Larsson,Illinois Chicago,Horz
2245,1.0,0.0,Ben Daugherty,Elon,CAA
2246,0.998,0.002,Blake Lampman,Oakland,Horz
2247,1.0,0.0,Jason Thompson,Houston Baptist,Slnd
2248,0.996,0.004,Daniel Oladapo,Pittsburgh,ACC
2249,1.0,0.0,Emmanuel Newsome,Oakland,Horz
2250,1.0,0.0,CJ Gettelfinger,Tennessee Tech,OVC
2251,1.0,0.0,Yusuf Jihad,Eastern Michigan,MAC
2252,0.958,0.042,Dimon Carrigan,West Virginia,B12
2253,1.0,0.0,Brant Ulmer,Florida Atlantic,CUSA
2254,1.0,0.0,Joe Jones III,Georgia St.,SB
2255,0.974,0.026,Idan Tretout,Harvard,Ivy
2256,1.0,0.0,Isaiah Thompson,Purdue,B10
2257,1.0,0.0,Luka Sakota,Harvard,Ivy
2258,1.0,0.0,Tommy O'Neil,Harvard,Ivy
2259,0.998,0.002,Sean Conway,VMI,SC
2260,0.998,0.002,Jordyn Adams,Lamar,WAC
2261,1.0,0.0,Daniel Mading,UC Riverside,BW
2262,0.994,0.006,Zyon Pullin,UC Riverside,BW
2263,1.0,0.0,Ibrahima Diallo,San Jose St.,MWC
2264,1.0,0.0,Reggie Parris,USC,P12
2265,1.0,0.0,Andrew Barrett,Drake,MVC
2266,0.994,0.006,Issa Samake,Drake,MVC
2267,0.988,0.012,Calvin Solomon,Stephen F. Austin,Slnd
2268,1.0,0.0,Charlie Daniels,Minnesota,B10
2269,0.998,0.002,Nate Ferguson,Drake,MVC
2270,0.988,0.012,Joseph Yesufu,Kansas,B12
2271,0.988,0.012,Jordan Minor,Merrimack,NEC
2272,1.0,0.0,Ziggy Reid,Merrimack,NEC
2273,1.0,0.0,Jordan McKoy,Merrimack,NEC
2274,0.994,0.006,Justin Connolly,Merrimack,NEC
2275,0.992,0.008,Christian Koloko,Arizona,P12
2276,0.994,0.006,Keyshaun Langley,UNC Greensboro,SC
2277,1.0,0.0,Isaac Stansbury,Mississippi St.,SEC
2278,0.986,0.014,James Glisson III,Mercer,SC
2279,1.0,0.0,Diego Rivera,Mercer,SC
2280,1.0,0.0,Chase Johnston,Stetson,ASun
2281,1.0,0.0,Kamar Robertson,Mercer,SC
2282,0.97,0.03,Donta Scott,Maryland,B10
2283,0.996,0.004,Babatunde Akingbola,Auburn,SEC
2284,1.0,0.0,Makhi Mitchell,Rhode Island,A10
2285,0.928,0.072,Makhel Mitchell,Rhode Island,A10
2286,1.0,0.0,Devan Cambridge,Auburn,SEC
2287,1.0,0.0,Lior Berman,Auburn,SEC
2288,1.0,0.0,Dardan Kapiti,Florida Atlantic,CUSA
2289,1.0,0.0,Jonathan Nunez,FIU,CUSA
2290,1.0,0.0,Kyle Sturdivant,Georgia Tech,ACC
2291,0.95,0.05,Isaiah Mobley,USC,P12
2292,0.986,0.014,Dearon Tucker,Indiana St.,MVC
2293,1.0,0.0,Julien Franklin,Cal Poly,BW
2294,1.0,0.0,Joey Potts,Oregon St.,P12
2295,0.994,0.006,Jarod Lucas,Oregon St.,P12
2296,0.992,0.008,Roman Silva,Oregon St.,P12
2297,1.0,0.0,Gianni Hunt,Oregon St.,P12
2298,1.0,0.0,Sean Miller-Moore,Grand Canyon,WAC
2299,0.99,0.01,Chico Carter Jr.,South Carolina,SEC
2300,0.988,0.012,Tyrese Samuel,Seton Hall,BE
2301,0.996,0.004,Connor Withers,UMass Lowell,AE
2302,1.0,0.0,Quinn Richey,Samford,SC
2303,1.0,0.0,Aaron Deloney,Vermont,AE
2304,1.0,0.0,Charles Manning Jr.,South Alabama,SB
2305,1.0,0.0,Jake van der Heijden,Bucknell,Pat
2306,1.0,0.0,Daniel Lobach,Samford,SC
2307,1.0,0.0,Alex Timmerman,Bucknell,Pat
2308,0.982,0.018,Da'Shawn Phillip,Maryland Eastern Shore,MEAC
2309,1.0,0.0,Kevon Voyles,Maryland Eastern Shore,MEAC
2310,1.0,0.0,Paul Mulcahy,Rutgers,B10
2311,1.0,0.0,Jovan Blacksher Jr.,Grand Canyon,WAC
2312,1.0,0.0,Ethan Spry,Grand Canyon,WAC
2313,0.996,0.004,Brandon Battle,Illinois Chicago,Horz
2314,0.998,0.002,Terreon Randolph,Grambling St.,SWAC
2315,1.0,0.0,Caleb Hunter,Mississippi Valley St.,SWAC
2316,1.0,0.0,Jayden Reaves,Dartmouth,Ivy
2317,1.0,0.0,Zahad Munford,Grambling St.,SWAC
2318,1.0,0.0,Tra'Michael Moton,Grambling St.,SWAC
2319,1.0,0.0,Cameron Brown,Saint Joseph's,A10
2320,0.872,0.128,Hyunjung Lee,Davidson,A10
2321,0.998,0.002,David Kristensen,Davidson,A10
2322,1.0,0.0,Drew Dibble,Davidson,A10
2323,0.994,0.006,Elijah Pepper,UC Davis,BW
2324,0.998,0.002,Aaron Murphy,UC Davis,BW
2325,1.0,0.0,Jackson Harlan,Western Kentucky,CUSA
2326,0.998,0.002,Jordan Rawls,Georgia St.,SB
2327,1.0,0.0,Tristan Green,Denver,Sum
2328,0.998,0.002,John Tonje,Colorado St.,MWC
2329,0.996,0.004,Rudy Fitzgibbons III,The Citadel,SC
2330,1.0,0.0,Parker Weiss,Iona,MAAC
2331,1.0,0.0,Antwon Jackson,Arkansas St.,SB
2332,1.0,0.0,Roscoe Eastmond,Southeastern Louisiana,Slnd
2333,1.0,0.0,Mo Arnold,Southern Miss,CUSA
2334,1.0,0.0,Caleb Grill,Iowa St.,B12
2335,1.0,0.0,Maceo Austin,Duquesne,A10
2336,1.0,0.0,Kamari Williams,Miami OH,MAC
2337,1.0,0.0,Ashton Miller,Wagner,NEC
2338,1.0,0.0,Jamil Riggins,Quinnipiac,MAAC
2339,1.0,0.0,"Gary Harris, Jr.",Loyola Marymount,WCC
2340,0.998,0.002,Brendan McGuire,Quinnipiac,MAAC
2341,1.0,0.0,Morgan Safford,Wofford,SC
2342,1.0,0.0,RaeQuan Battle,Montana St.,BSky
2343,1.0,0.0,Grant Frickenstein,Nebraska Omaha,Sum
2344,1.0,0.0,Thatcher Stone,William & Mary,CAA
2345,0.962,0.038,Xavier Cork,TCU,B12
2346,0.994,0.006,Ilija Stefanovic,Longwood,BSth
2347,1.0,0.0,Bernardo da Silva,Hawaii,BW
2348,1.0,0.0,D.J. Johnson,Kent St.,MAC
2349,1.0,0.0,Cameron O'Conner,Longwood,BSth
2350,1.0,0.0,Malcolm Dandridge,Memphis,Amer
