,id,Nodraft,Yesdraft,Player,Team,Conference,Games Played,Minutes Percentage,Offensive Rating,True Shooting Percentage,Assist Percentage,Turnover Percentage,Block Percentage,Free Throw Percentage,Points Over Replacement Per Adjusted Game,Adjusted Offensive Efficiency
2456,2456,1.0,0.0,Zion Williams,Gardner Webb,BSth,20,80.6,90.9,50.65,14.8,25.2,0.8,0.639,0.115625,86.289
2457,2457,0.998,0.002,Jesse Edwards,Syracuse,ACC,18,14.2,105.8,52.07,0.0,16.9,5.9,0.714,0.419873,98.8684
2458,2458,1.0,0.0,Riley Burger,Bradley,MVC,3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.617259,-3.68646
2459,2459,1.0,0.0,Fred Rullo IV,Delaware,CAA,2,0.5,21.0,0.0,0.0,37.6,0.0,0.0,-0.33518,20.86
2460,2460,0.858,0.142,Max Abmas,Oral Roberts,Sum,26,95.8,121.8,63.03,22.3,12.3,0.4,0.894,6.63947,135.193
2461,2461,1.0,0.0,Matt Frost,Purdue,B10,2,0.4,246.1,125.0,86.3,0.0,0.0,0.0,1.26271,230.813
2462,2462,0.996,0.004,Elijah Lufile,Oral Roberts,Sum,22,27.6,109.0,53.49,2.3,17.1,0.4,0.618,1.068,107.965
2463,2463,0.982,0.018,Jonathan Jackson Jr.,Tarleton St.,WAC,12,52.2,78.0,43.72,18.1,22.1,4.0,0.738,-0.151273,83.5844
2464,2464,1.0,0.0,Chase Coleman,Virginia,ACC,5,0.6,200.0,100.0,0.0,0.0,0.0,0.0,0.319281,161.932
2465,2465,1.0,0.0,Mark Carter,Alcorn St.,SWAC,14,9.3,93.7,49.69,0.0,17.3,1.0,0.615,0.0403015,87.0002
2466,2466,1.0,0.0,Tre Armstrong,Cal Baptist,WAC,19,82.9,105.2,53.78,14.6,15.8,0.3,0.818,1.83386,101.198
2467,2467,0.996,0.004,Reed Nottage,Cal Baptist,WAC,19,83.5,104.3,58.33,12.6,21.2,0.3,0.744,1.99206,102.438
2468,2468,1.0,0.0,Michael Shanks,Belmont,OVC,18,9.3,91.9,44.91,11.4,21.2,0.0,0.538,0.0599234,88.1539
2469,2469,0.93,0.07,Tyson Etienne,Wichita St.,Amer,20,86.4,114.7,54.6,14.8,7.8,0.3,0.764,4.65501,124.063
2470,2470,0.998,0.002,Darin Green Jr.,UCF,Amer,23,78.9,103.7,51.89,7.0,11.4,0.8,0.722,2.3536,106.742
2471,2471,1.0,0.0,Ibrahim Famouke Doumbia,Cal St. Fullerton,BW,5,3.5,52.5,12.5,5.6,0.0,3.6,0.0,-0.817008,48.4669
2472,2472,1.0,0.0,Harwin Francois,McNeese St.,Slnd,13,38.3,103.2,58.31,4.8,16.6,0.4,0.7,0.370617,90.2865
2473,2473,0.976,0.024,Oscar Lopez Jr.,Central Michigan,MAC,4,9.6,104.8,62.72,23.2,25.6,4.7,0.5,1.69343,113.284
2474,2474,0.988,0.012,T.J. Bickerstaff,Boston College,ACC,20,60.9,108.4,57.76,11.9,18.4,1.5,0.839,2.14152,110.601
2475,2475,1.0,0.0,Mate Okros,Drexel,CAA,17,55.1,114.4,57.18,10.7,13.2,0.2,0.875,1.54377,102.406
2476,2476,0.996,0.004,Hunter McIntosh,Elon,CAA,18,83.3,103.4,53.92,15.5,15.3,0.2,0.907,2.66636,108.308
2477,2477,0.998,0.002,Gabe Quinnett,Idaho,BSky,21,74.7,91.4,55.66,12.0,24.2,0.0,0.944,0.161324,86.7414
2478,2478,1.0,0.0,Andrew Muse,Appalachian St.,SB,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.320968,-7.24218
2479,2479,0.986,0.014,Patrick McCaffery,Iowa,B10,31,36.2,112.7,51.77,10.2,9.1,2.7,0.707,1.55181,116.119
2480,2480,1.0,0.0,DeWayne Cox,Prairie View A&M,SWAC,19,50.8,110.9,59.65,10.1,18.7,0.3,0.659,0.937097,97.2723
2481,2481,1.0,0.0,Bryant Greene,Appalachian St.,SB,2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.160484,-7.24218
2482,2482,0.99,0.01,Essam Mostafa,Coastal Carolina,SB,22,63.1,106.9,55.05,7.5,17.5,4.1,0.598,1.88453,106.757
2483,2483,1.0,0.0,Patrick Kelly,Fordham,A10,5,1.1,58.3,0.0,14.4,0.0,10.7,0.0,-0.210081,57.7366
2484,2484,1.0,0.0,Jordan Turner,Baylor,B12,12,4.5,111.8,45.77,8.3,10.4,0.0,0.833,0.45423,114.345
2485,2485,0.986,0.014,Jalen Hawkins,Norfolk St.,MEAC,18,34.6,98.2,57.78,13.7,21.9,0.8,0.68,1.10214,103.246
2486,2486,1.0,0.0,Malik Smiley,Alabama St.,SWAC,2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,-0.322399,-7.65468
2487,2487,0.986,0.014,Cam Spencer,Loyola MD,Pat,5,18.0,103.3,55.22,22.7,22.0,0.9,0.769,1.93224,107.007
2488,2488,0.994,0.006,Alfonso Plummer,Illinois,B10,25,69.8,104.9,57.21,7.5,12.6,0.2,0.824,2.79128,114.066
2489,2489,1.0,0.0,Brendan Wenzel,Wyoming,MWC,2,1.1,44.2,0.0,14.0,0.0,0.0,0.0,-0.883078,38.985
2490,2490,0.99,0.01,Branden Carlson,Utah,P12,25,58.0,109.8,58.54,6.0,12.1,7.9,0.609,2.32582,114.137
2491,2491,1.0,0.0,Perry Cowan,Brown,Ivy,26,46.2,83.1,38.32,3.3,13.3,0.5,0.0,-0.888785,71.4671
2492,2492,1.0,0.0,Dan Friday,Brown,Ivy,21,32.6,72.2,41.01,11.1,29.3,2.6,0.643,-0.750725,71.939
2493,2493,1.0,0.0,Alonzo Gaffney,Arizona St.,P12,17,9.4,79.8,55.97,3.5,35.5,4.1,0.375,-0.13921,79.4617
2494,2494,0.984,0.016,Eric Dixon,Villanova,BE,21,17.1,103.8,53.58,6.6,16.1,4.2,0.645,0.764433,112.313
2495,2495,0.996,0.004,Jamir Thomas,Youngstown St.,Horz,30,21.0,101.6,51.78,7.1,20.3,4.7,0.294,0.394321,98.4655
2496,2496,0.938,0.062,Enrique Freeman,Akron,MAC,21,55.2,121.2,71.87,2.5,23.4,8.6,0.658,2.03261,111.796
2497,2497,0.998,0.002,Khristion Courseault,Houston Baptist,Slnd,8,2.8,144.1,102.86,19.8,31.5,0.0,1.0,0.575685,132.657
2498,2498,1.0,0.0,Julius Dixon,Morehead St.,OVC,19,14.4,83.7,48.51,1.2,23.9,0.7,0.5,-0.0495967,83.6489
2499,2499,0.994,0.006,Ta'lon Cooper,Morehead St.,OVC,29,73.3,100.5,50.99,23.2,21.6,2.0,0.609,1.08722,95.9371
2500,2500,0.878,0.122,Grant Sherfield,Nevada,MWC,25,87.0,110.1,56.27,38.8,16.5,0.0,0.861,4.89576,125.798
2501,2501,1.0,0.0,Denijay Harris,Southern Miss,CUSA,20,35.0,96.7,56.0,5.0,24.8,0.8,0.7,0.183431,88.5393
2502,2502,0.996,0.004,LJ Bryan,Morehead St.,OVC,28,28.8,100.4,56.38,2.3,23.8,4.5,0.514,0.195191,89.9712
2503,2503,1.0,0.0,Tyzhaun Claude,Morehead St.,OVC,29,52.5,105.8,58.5,5.8,17.1,3.0,0.483,1.51967,105.505
2504,2504,1.0,0.0,Ques Glover,Samford,SC,20,16.7,81.4,47.83,14.0,31.9,0.0,0.909,0.0623906,87.3962
2505,2505,1.0,0.0,"KJ Hunt, Jr.",Denver,Sum,28,59.7,92.9,52.9,24.4,29.9,1.8,0.771,0.530551,91.4439
2506,2506,1.0,0.0,Kwane Marble II,Loyola Marymount,WCC,23,52.3,107.1,57.14,10.3,16.9,0.2,0.734,2.04361,111.189
2507,2507,1.0,0.0,Carson Bischoff,UT Arlington,SB,13,9.7,59.1,23.91,5.9,5.4,1.1,0.0,-0.806386,51.6886
2508,2508,1.0,0.0,Harminder Dhaliwal,San Jose St.,MWC,10,5.0,112.0,54.62,13.0,14.0,0.0,0.25,0.45548,119.798
2509,2509,1.0,0.0,Alec Woodard,Austin Peay,OVC,23,45.0,102.3,48.39,9.4,17.1,0.0,0.789,0.50876,92.7477
2510,2510,1.0,0.0,Liam McChesney,Illinois St.,MVC,2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.593068,-0.200703
2511,2511,1.0,0.0,Erik Czumbel,UTSA,CUSA,21,54.5,102.4,50.74,10.3,18.2,0.2,0.84,0.241465,88.3002
2512,2512,0.996,0.004,Olivier Nkamhoua,Tennessee,SEC,24,16.0,110.4,56.56,4.9,12.7,4.1,0.444,0.589006,108.804
2513,2513,0.992,0.008,Jordan Skipper-Brown,Murray St.,OVC,20,45.3,111.3,62.22,8.9,17.9,5.3,0.527,1.8117,106.572
2514,2514,1.0,0.0,O'Neil McBride,Clemson,ACC,3,0.4,210.5,105.26,0.0,0.0,0.0,1.0,0.508602,195.184
2515,2515,0.996,0.004,Coryon Mason,Abilene Christian,Slnd,21,59.0,106.4,54.41,17.8,15.8,0.8,0.679,1.71721,102.87
2516,2516,1.0,0.0,George Dixon,Western Illinois,Sum,18,38.7,83.8,36.66,8.5,16.5,2.1,0.417,-0.4787,79.2772
2517,2517,0.996,0.004,Keondre Kennedy,UMBC,AE,20,61.6,91.5,49.94,16.5,23.6,2.4,0.938,0.573388,91.9593
2518,2518,1.0,0.0,Allan Jeanne-Rose,Fairfield,MAAC,24,21.3,83.6,41.61,11.6,23.6,2.3,0.643,-0.366155,74.2262
2519,2519,1.0,0.0,Takori Rooks,Pacific,WCC,1,0.3,0.0,0.0,0.0,100.0,0.0,0.0,-0.616902,-3.63507
2520,2520,0.998,0.002,George Tinsley,Binghamton,AE,18,79.9,99.6,46.71,14.5,16.4,1.3,0.552,1.09458,95.1301
2521,2521,1.0,0.0,Jordan Hairston,UNC Asheville,BSth,15,35.4,72.0,37.77,22.2,24.6,0.7,0.667,-0.679722,75.3626
2522,2522,1.0,0.0,Roy Dixon III,Northwestern,B10,2,0.2,0.0,0.0,0.0,100.0,0.0,0.0,-0.295838,0.0
2523,2523,1.0,0.0,Amadou Sylla,Tennessee Tech,OVC,20,33.9,91.4,47.23,4.8,21.5,3.3,0.522,0.000940941,85.2706
2524,2524,0.998,0.002,Joel Brown,California,P12,27,63.8,92.7,51.0,23.7,27.9,0.2,0.489,0.560464,91.3636
2525,2525,0.992,0.008,Ador Athuai,Binghamton,AE,10,6.5,118.2,79.1,0.0,27.9,2.3,0.667,0.335276,105.888
2526,2526,1.0,0.0,Kenan Blackshear,Nevada,MWC,19,62.7,103.2,56.48,12.0,22.4,0.5,0.725,1.56822,103.263
2527,2527,1.0,0.0,Davonte Gaines,George Mason,A10,19,8.1,78.3,37.84,3.7,15.4,5.3,0.5,-0.200188,72.7997
2528,2528,0.998,0.002,Kayne Henry,Jacksonville St.,OVC,24,57.7,113.5,58.07,8.2,16.6,1.9,0.657,1.69664,105.594
2529,2529,1.0,0.0,Martin Roub,Jacksonville St.,OVC,23,18.5,106.0,50.11,3.0,10.5,0.6,1.0,0.420497,100.323
2530,2530,1.0,0.0,Jeffery Armstrong,Southern Miss,CUSA,9,1.7,142.4,82.47,0.0,0.0,0.0,0.333,0.207366,118.871
2531,2531,0.996,0.004,Hunter Dean,George Washington,A10,11,24.7,100.5,43.3,9.8,9.0,5.6,0.316,0.327519,91.3992
2532,2532,0.998,0.002,Jaxon Etter,Georgia,SEC,19,15.2,133.3,72.06,6.6,16.1,0.0,0.909,1.0261,121.978
2533,2533,1.0,0.0,Rodney Howard,Georgia Tech,ACC,19,13.6,112.1,56.72,3.5,11.3,6.2,0.714,0.404628,101.038
2534,2534,0.996,0.004,Casey Morsell,North Carolina St.,ACC,23,34.2,90.0,45.4,8.1,12.3,2.1,0.636,0.433136,93.6469
2535,2535,1.0,0.0,Ebby Asamoah,Delaware,CAA,14,60.5,120.7,63.38,6.4,12.3,2.5,0.731,1.79714,106.644
2536,2536,0.998,0.002,Harlond Beverly,Miami FL,ACC,19,50.3,70.8,36.3,22.6,25.3,1.2,0.404,-1.07344,74.42
2537,2537,0.998,0.002,Tyler Robertson,Portland,WCC,22,61.0,118.2,61.15,21.1,15.1,0.0,0.85,2.87304,117.725
2538,2538,0.998,0.002,Kevin Easley Jr.,Duquesne,A10,26,48.6,96.0,48.62,8.4,19.7,0.8,0.75,0.521303,92.9817
2539,2539,0.986,0.014,Johnny McCoy,Delaware,CAA,13,68.4,90.3,51.36,10.7,27.6,1.7,0.667,-0.869961,76.7461
2540,2540,0.934,0.066,Isaiah Wong,Miami FL,ACC,27,88.4,109.0,54.96,15.4,12.1,1.5,0.803,4.1685,119.234
2541,2541,1.0,0.0,Sammy Hunter,Mississippi,SEC,25,17.5,105.0,56.45,8.8,22.2,3.0,0.625,0.465799,102.376
2542,2542,1.0,0.0,Rod Thomas,Murray St.,OVC,6,1.2,64.3,25.21,14.3,0.0,0.0,0.0,-0.150258,63.6048
2543,2543,0.944,0.056,Johnny Juzang,UCLA,P12,27,65.8,109.3,54.84,10.7,12.3,1.2,0.877,4.22667,124.019
2544,2544,1.0,0.0,Brennan Canada,Kentucky,SEC,2,0.3,0.0,0.0,0.0,100.0,0.0,0.0,-0.511949,-13.1014
2545,2545,1.0,0.0,Will Baker,Nevada,MWC,23,15.6,64.3,32.18,8.3,23.8,1.1,0.333,-0.390228,71.9393
2546,2546,1.0,0.0,Donovan Williams,UNLV,MWC,15,14.2,77.1,39.4,4.9,22.3,2.0,0.846,0.000541595,85.2713
2547,2547,1.0,0.0,Jared Wulbrun,Purdue,B10,2,0.4,173.6,75.0,46.3,0.0,0.0,0.0,0.764733,173.409
2548,2548,0.998,0.002,Jalen Windham,Ball St.,MAC,11,14.8,76.8,41.58,2.6,20.0,2.3,1.0,-0.480335,74.0965
2549,2549,1.0,0.0,Dimitrios Klonaras,California,P12,9,3.5,96.8,65.99,11.1,31.5,0.0,0.667,0.238868,101.141
2550,2550,1.0,0.0,Emmanuel Onuama,Columbia,Ivy,12,6.0,51.6,33.52,2.5,37.9,1.6,0.0,-0.824613,44.3396
2551,2551,1.0,0.0,Shereef Mitchell,Creighton,BE,30,34.5,103.8,53.27,17.2,20.3,0.3,0.739,0.757924,100.586
2552,2552,1.0,0.0,Cameron Shockley-Okeke,Columbia,Ivy,12,11.2,56.0,29.5,5.5,23.5,0.8,0.75,-1.24301,52.4367
2553,2553,0.992,0.008,Nick Stampley,Troy,SB,24,75.3,101.8,50.91,5.9,12.2,2.6,0.671,1.76887,101.501
2554,2554,1.0,0.0,Eddie Turner III,Columbia,Ivy,9,7.8,61.1,40.0,6.4,32.2,1.2,0.0,-0.864345,60.9735
2555,2555,0.982,0.018,Joel Soriano,St. John's,BE,14,65.0,97.4,55.13,12.3,19.5,4.3,0.558,1.83939,105.644
2556,2556,0.994,0.006,DJ Horne,Arizona St.,P12,23,71.5,103.1,55.91,17.8,16.6,0.5,0.846,2.66072,110.971
2557,2557,0.99,0.01,Christian Braun,Kansas,B12,29,78.3,107.8,52.56,10.9,14.3,1.6,0.786,2.5045,108.305
2558,2558,0.998,0.002,Michael Savarino,Duke,ACC,2,0.4,99.8,25.64,35.0,0.0,0.0,0.5,0.214581,116.175
2559,2559,1.0,0.0,Keenan Worthington,Duke,ACC,2,0.5,125.9,50.85,0.0,0.0,0.0,0.5,0.586772,152.895
2560,2560,1.0,0.0,Tristan Enaruna,Iowa St.,B12,24,18.9,89.2,49.53,6.9,25.0,2.0,0.643,0.293494,94.5308
2561,2561,0.994,0.006,Javin Etzler,Miami OH,MAC,17,17.2,114.0,59.0,2.5,16.4,0.0,1.0,0.654868,106.518
2562,2562,0.942,0.058,Jalen Wilson,Kansas,B12,28,68.8,102.5,50.99,14.1,16.5,1.2,0.635,2.82871,113.879
2563,2563,1.0,0.0,Dae Dae Grant,Miami OH,MAC,22,74.4,105.6,53.47,15.6,14.8,0.2,0.872,2.56185,110.08
2564,2564,1.0,0.0,Michael Jankovich,Kansas,B12,1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.591966,-0.0419521
2565,2565,1.0,0.0,PJ Henry,Texas Southern,SWAC,24,43.6,99.7,53.92,16.8,22.9,0.0,0.839,0.372112,91.3982
2566,2566,0.992,0.008,Jahcobi Neath,Wisconsin,B10,19,35.0,78.1,45.73,21.3,34.1,0.8,0.882,-0.25207,80.5622
2567,2567,1.0,0.0,Jonas Munson,Central Arkansas,Slnd,15,6.3,47.2,16.95,8.3,53.7,1.7,0.5,-0.648536,36.9201
2568,2568,0.962,0.038,Joe Toussaint,Iowa,B10,31,28.1,92.2,47.77,34.0,28.4,0.3,0.622,0.747517,104.413
2569,2569,0.996,0.004,Kvonn Cramer,Hofstra,CAA,23,68.2,111.8,58.82,5.0,16.4,3.1,0.429,1.92109,105.545
2570,2570,1.0,0.0,Collin Cooper,Central Arkansas,Slnd,9,24.9,100.0,58.21,12.4,21.8,0.0,0.571,0.844578,94.8215
2571,2571,1.0,0.0,Derrick Carter-Hollinger,Montana,BSky,17,27.7,77.4,42.33,6.2,20.8,4.8,0.72,-0.592691,73.9622
2572,2572,0.978,0.022,Tariq Ingraham,Wake Forest,ACC,2,3.0,156.5,92.83,16.2,18.1,0.0,1.0,3.12076,157.204
2573,2573,0.998,0.002,Dischon Thomas,Colorado St.,MWC,27,31.6,108.9,59.99,7.1,17.7,2.5,0.692,1.20753,112.809
2574,2574,1.0,0.0,DQ Nicholas,Southeast Missouri St.,OVC,27,71.7,87.5,50.37,22.6,28.8,0.4,0.718,0.117444,86.4357
2575,2575,0.99,0.01,Broc Finstuen,Cleveland St.,Horz,17,70.2,116.3,55.84,6.9,8.9,1.8,0.704,3.21468,118.241
2576,2576,1.0,0.0,Emmanuel Bandoumel,SMU,Amer,17,71.8,102.4,54.62,8.5,18.0,1.2,0.733,1.81135,103.44
2577,2577,0.996,0.004,Steve Settle III,Howard,MEAC,4,81.9,99.9,50.3,13.3,10.6,3.4,0.786,1.88579,101.85
2578,2578,0.992,0.008,Wayne Bristol Jr.,Howard,MEAC,31,78.5,95.3,53.82,12.9,21.4,1.4,0.798,1.12092,95.6305
2579,2579,1.0,0.0,Ajang Aguek,Northern Arizona,BSky,20,32.2,99.8,54.05,6.1,18.0,4.3,0.438,0.382583,93.0413
2580,2580,1.0,0.0,CJ Haut,Air Force,MWC,8,2.6,73.7,50.51,8.6,31.0,0.0,0.5,-0.136093,73.1881
2581,2581,1.0,0.0,Ty Gordon,Nicholls St.,Slnd,24,81.6,108.8,56.62,21.1,17.5,0.1,0.615,2.49996,107.315
2582,2582,0.97,0.03,Jahmir Young,Charlotte,CUSA,24,91.4,105.6,56.15,17.9,14.6,0.9,0.839,3.759,114.877
2583,2583,1.0,0.0,Caleb Stone-Carrawell,Austin Peay,OVC,13,13.1,65.5,37.68,5.0,25.7,1.9,0.615,-0.737824,63.6606
2584,2584,1.0,0.0,Ahmard Harvey,Coastal Carolina,SB,17,18.1,90.6,51.09,5.7,27.4,4.6,0.222,-0.182774,79.6123
2585,2585,1.0,0.0,Travion McCray,Western Carolina,SC,11,28.0,82.6,45.38,15.9,22.2,0.4,0.556,-0.352581,81.1843
2586,2586,0.998,0.002,Jalen Benjamin,Mount St. Mary's,NEC,27,53.1,101.7,50.33,14.2,13.8,0.0,0.851,1.55043,106.31
2587,2587,1.0,0.0,Max Brackmann,Southeastern Louisiana,Slnd,18,9.3,53.0,40.54,2.0,50.7,1.2,0.5,-0.693268,48.0501
2588,2588,1.0,0.0,Tyler Harris,Western Carolina,SC,25,59.8,90.4,49.62,8.7,23.1,2.1,0.588,-0.114369,83.878
2589,2589,1.0,0.0,Ahmir Langlais,USC Upstate,BSth,23,21.8,89.0,47.15,4.3,17.5,1.5,0.4,0.0142831,85.6918
2590,2590,1.0,0.0,Greg Dolan,Cornell,Ivy,20,30.5,95.0,52.0,8.3,16.8,1.2,0.478,0.237801,89.8176
2591,2591,1.0,0.0,Sam DeVault,Bellarmine,ASun,20,23.5,99.8,56.43,5.4,16.1,1.5,0.667,0.468199,99.6098
2592,2592,0.964,0.036,Marcus Tsohonis,VCU,A10,23,44.1,101.5,53.88,13.4,14.6,0.2,0.708,2.20732,117.131
2593,2593,1.0,0.0,Isaiah Palermo,Little Rock,SB,22,32.4,81.2,47.51,10.5,27.9,0.4,0.704,-0.272473,79.9129
2594,2594,0.988,0.012,Pierre Crockrell II,Pacific,WCC,17,65.9,110.8,55.7,30.7,15.4,0.3,0.694,2.97015,117.728
2595,2595,1.0,0.0,Cameron Tucker,Alabama A&M,SWAC,9,44.8,90.8,49.1,29.9,28.6,0.8,0.824,-0.324148,82.0906
2596,2596,0.998,0.002,Kamdyn Curfman,VMI,SC,22,89.9,114.4,60.03,11.3,12.8,0.0,0.868,2.69999,106.897
2597,2597,0.998,0.002,Jalen Johnson,Alabama A&M,SWAC,15,73.3,106.1,57.69,8.0,16.4,2.1,0.635,2.57453,110.568
2598,2598,0.9,0.1,Douglas Wilson,South Dakota St.,Sum,19,61.7,103.1,53.49,16.4,16.1,2.4,0.611,3.31858,118.72
2599,2599,1.0,0.0,Tory San Antonio,Cal St. Fullerton,BW,14,55.4,110.1,56.23,16.4,16.3,2.1,0.647,1.51382,103.65
2600,2600,0.968,0.032,Baylor Scheierman,South Dakota St.,Sum,22,88.9,122.5,64.89,20.3,15.7,0.6,0.853,4.42855,121.16
2601,2601,1.0,0.0,RayJ Dennis,Toledo,MAC,27,67.6,104.8,52.73,19.9,16.6,0.6,0.725,1.70144,103.401
2602,2602,0.912,0.088,Noah Freidel,South Dakota St.,Sum,14,49.3,105.8,54.13,12.7,12.2,2.5,0.773,2.87015,111.938
2603,2603,0.978,0.022,Josiah-Jordan James,Tennessee,SEC,25,60.8,108.4,50.66,14.7,14.9,4.4,0.778,2.29298,110.4
2604,2604,1.0,0.0,Drew Pember,UNC Asheville,BSth,10,2.8,47.0,11.11,22.3,21.3,3.9,0.0,-0.394766,47.334
2605,2605,0.998,0.002,Mahki Morris,Abilene Christian,Slnd,25,46.5,101.1,55.57,11.6,19.9,0.8,0.711,0.672725,95.6788
2606,2606,0.986,0.014,Marvin Johnson,Oklahoma,B12,26,72.2,92.9,51.88,34.3,26.0,2.2,0.733,1.86941,103.219
2607,2607,1.0,0.0,Chris Maidoh,Fairfield,MAAC,22,35.1,92.0,47.63,10.1,20.1,3.9,0.419,0.432406,92.4544
2608,2608,0.994,0.006,Jamison Overton,Weber St.,BSky,17,65.1,98.1,52.17,14.2,17.2,2.9,0.609,2.06109,104.668
2609,2609,0.994,0.006,Airion Simmons,Abilene Christian,Slnd,25,38.2,98.0,54.19,10.7,21.7,2.2,0.75,0.628779,97.1147
2610,2610,1.0,0.0,Mark Henry,Fairfield,MAAC,3,0.4,204.9,100.0,0.0,0.0,0.0,0.0,0.512392,196.003
2611,2611,1.0,0.0,Nathan Johnson,UMBC,AE,12,7.0,100.8,42.64,9.7,14.0,0.0,1.0,0.0843088,90.4622
2612,2612,0.982,0.018,Ben Krikke,Valparaiso,MVC,26,71.8,108.7,56.74,9.0,11.0,3.4,0.785,2.63852,111.728
2613,2613,1.0,0.0,Nate Allison,Navy,Pat,1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,-0.643614,-7.48406
2614,2614,0.998,0.002,Lagio Grantsaan,Morgan St.,MEAC,19,63.7,110.0,61.63,8.6,22.7,0.7,0.694,1.59073,103.252
2615,2615,1.0,0.0,Isaiah Garcia,UT Rio Grande Valley,WAC,4,0.7,76.9,25.64,44.0,0.0,0.0,0.5,-0.0133397,81.4115
2616,2616,0.998,0.002,Jared Barnett,San Diego St.,MWC,7,1.2,91.8,100.0,47.7,56.3,0.0,0.0,0.0574215,94.1662
2617,2617,0.954,0.046,Tanner Holden,Wright St.,Horz,24,85.1,125.5,60.69,13.5,12.3,0.3,0.796,4.21452,120.945
2618,2618,1.0,0.0,Collin Warren,McNeese St.,Slnd,16,47.9,77.7,43.58,13.2,25.1,0.6,0.5,-0.907199,73.131
2619,2619,1.0,0.0,Bryson Langdon,Northern Kentucky,Horz,25,82.9,106.7,52.28,22.0,19.5,0.0,0.773,1.8926,101.712
2620,2620,0.99,0.01,Lance Terry,Gardner Webb,BSth,9,19.3,125.9,67.87,5.3,11.9,0.6,0.92,3.12781,125.616
2621,2621,1.0,0.0,Chris Harris,Southeast Missouri St.,OVC,26,70.8,95.7,49.43,24.9,18.8,0.3,0.735,1.35815,98.5762
2622,2622,0.994,0.006,Sam Griffin,Tulsa,Amer,23,61.5,108.0,53.59,19.2,10.0,0.0,0.833,2.53991,115.004
2623,2623,1.0,0.0,Jarvis Vaughan,Monmouth,MAAC,12,9.8,76.6,36.84,0.0,15.9,4.3,0.0,-0.413609,67.004
2624,2624,1.0,0.0,Nicolas Elame,UT Arlington,SB,19,52.3,85.9,41.94,18.8,20.1,0.4,0.719,-0.0557357,84.6211
2625,2625,1.0,0.0,Kenny Foster,Wyoming,MWC,17,41.3,116.8,60.58,6.9,10.7,1.7,0.722,2.13049,110.47
2626,2626,1.0,0.0,Chris Mann,Army,Pat,5,2.2,80.4,37.97,0.0,0.0,0.0,0.5,-0.254481,65.9564
2627,2627,0.998,0.002,Carlos Paez,Austin Peay,OVC,25,79.1,110.3,58.19,22.9,25.5,0.0,0.887,1.82941,101.917
2628,2628,1.0,0.0,Micah Burno,Arizona St.,P12,5,1.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.74018,-3.62266
2629,2629,1.0,0.0,Sean Bairstow,Utah St.,MWC,24,23.1,94.8,55.31,10.7,26.1,1.4,0.667,0.217335,91.0596
2630,2630,0.992,0.008,Kuba Karwowski,Sam Houston St.,WAC,4,0.5,123.2,50.0,0.0,0.0,39.2,0.0,0.122984,108.884
2631,2631,1.0,0.0,John Olmsted,Arizona St.,P12,12,8.9,114.9,50.85,3.5,13.0,1.2,0.5,0.228884,94.1422
2632,2632,0.998,0.002,Khalid Thomas,Portland St.,BSky,18,63.0,107.7,58.51,8.5,19.2,2.4,0.818,1.90379,107.015
2633,2633,0.998,0.002,Antavion Collum,Cal St. Bakersfield,BW,8,2.8,86.6,47.75,25.1,30.6,0.0,0.0,0.057685,89.4117
2634,2634,1.0,0.0,Zeb Graham,Presbyterian,BSth,18,33.3,68.5,40.06,11.7,35.2,0.0,0.333,-1.399,59.2506
2635,2635,1.0,0.0,Mason Gillis,Purdue,B10,28,55.0,115.6,61.13,10.7,22.2,0.4,0.814,1.98397,111.223
2636,2636,1.0,0.0,Carrington McCaskill,Florida Atlantic,CUSA,4,1.7,101.9,61.86,0.0,13.4,0.0,0.333,0.269284,101.347
2637,2637,1.0,0.0,Dou Gueye,Louisiana Lafayette,SB,22,61.8,91.8,46.39,10.3,21.4,1.1,0.623,0.64605,92.1327
2638,2638,1.0,0.0,Reggie James,Coppin St.,MEAC,25,25.5,92.8,61.79,5.7,30.2,0.3,0.538,-0.175734,81.3324
2639,2639,0.996,0.004,Mike Peake,New Mexico St.,WAC,25,60.3,128.1,67.4,6.4,15.0,2.9,0.739,3.06171,121.839
2640,2640,0.994,0.006,Nick Ongenda,DePaul,BE,17,40.8,107.3,60.23,3.1,19.8,9.2,0.59,1.2994,105.828
2641,2641,1.0,0.0,Harrison Young,TCU,B12,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.324043,-8.1284
2642,2642,1.0,0.0,Josh Navarro,Fordham,A10,13,69.6,68.5,35.53,25.2,22.6,0.4,0.769,-1.5414,70.4488
2643,2643,1.0,0.0,Matt Kormylo,Charleston Southern,BSth,1,0.2,0.0,0.0,0.0,100.0,0.0,0.0,-0.61662,-3.59431
2644,2644,1.0,0.0,Charlie Easley,South Dakota St.,Sum,22,50.8,106.0,56.37,10.1,18.5,0.5,0.632,0.612507,93.9433
